player_id,player_name,position_group,race,race_source,confidence,notes
00-0027722,Mike Kafka,QB,,,,
00-0020308,Mike McMahon,QB,,,,
00-0013341,Mike Quinn,QB,,,,
00-0026567,Mike Reilly,QB,,,,
00-0026927,Mike Teel,QB,,,,
00-0016538,Mike Tomczak,QB,,,,
00-0020245,Mike Vick,QB,,,,
00-0034401,Mike White,QB,,,,
00-0034044,Mitch Leidner,QB,,,,
00-0033869,Mitchell Trubisky,QB,,,,
00-0011640,Moses Moreno,QB,,,,
00-0027118,Nate Davis,QB,,,,
00-0021592,Nate Hybl,QB,,,,
00-0036279,Nate Stanley,QB,,,,
00-0032792,Nate Sudfeld,QB,,,,
00-0028098,Nathan Enderle,QB,,,,
00-0033958,Nathan Peterman,QB,,,,
00-0038150,Nathan Rourke,QB,,,,
00-0012261,Neil O'Donnell,QB,,,,
00-0034574,Nic Shimonek,QB,,,,
00-0035471,Nick Fitzgerald,QB,,,,
00-0029567,Nick Foles,QB,,,,
00-0033319,Nick Mullens,QB,,,,
00-0028453,Pat Devlin,QB,,,,
00-0027020,Pat White,QB,,,,
00-0033873,Patrick Mahomes,QB,,,,
00-0021379,Patrick Ramsey,QB,,,,
00-0008970,Paul Justin,QB,,,,
00-0026443,Paul Smith,QB,,,,
00-0033108,Paxton Lynch,QB,,,,
00-0034219,Peter Pujals,QB,,,,
00-0010346,Peyton Manning,QB,,,,
00-0019359,Phil Stambaugh,QB,,,,
00-0022942,Philip Rivers,QB,,,,
00-0033275,Phillip Walker,QB,,,,
00-0021062,Preston Parsons,QB,,,,
00-0020404,Quincy Carter,QB,,,,
00-0020613,Quinn Gray,QB,,,,
00-0024059,Quinton Porter,QB,,,,
00-0027384,R.J. Archer,QB,,,,
00-0003761,Randall Cunningham,QB,,,,
00-0021254,Randy Fasani,QB,,,,
00-0010137,Ray Lucas,QB,,,,
00-0036052,Reid Sinnett,QB,,,,
00-0022121,Rex Grossman,QB,,,,
00-0026916,Rhett Bomar,QB,,,,
00-0005741,Rich Gannon,QB,,,,
00-0025749,Richard Bartel,QB,,,,
00-0011378,Rick Mirer,QB,,,,
00-0020511,Ricky Ray,QB,,,,
00-0028073,Ricky Stanzi,QB,,,,
00-0008612,Rob Johnson,QB,,,,
00-0029665,Robert Griffin,QB,,,,
00-0039633,Rocky Lombardi,QB,,,,
00-0013901,Rod Robinson,QB,,,,
00-0022373,Rod Rutherford,QB,,,,
00-0012732,Rodney Peete,QB,,,,
00-0021238,Rohan Davey,QB,,,,
00-0020246,Romaro Miller,QB,,,,
00-0013186,Ron Powlus,QB,,,,
00-0021337,Ronald Curry,QB,,,,
00-0026775,Rudy Carpenter,QB,,,,
00-0029263,Russell Wilson,QB,,,,
00-0027775,Rusty Smith,QB,,,,
00-0035652,Ryan Finley,QB,,,,
00-0023682,Ryan Fitzpatrick,QB,,,,
00-0029857,Ryan Griffin,QB,,,,
00-0009715,Ryan Leaf,QB,,,,
00-0029531,Ryan Lindley,QB,,,,
00-0028012,Ryan Mallett,QB,,,,
00-0030586,Ryan Nassib,QB,,,,
00-0029701,Ryan Tannehill,QB,,,,
00-0037028,Ryan Willis,QB,,,,
00-0020480,Sage Rosenfels,QB,,,,
00-0027854,Sam Bradford,QB,,,,
00-0034869,Sam Darnold,QB,,,,
00-0036879,Sam Ehlinger,QB,,,,
00-0039677,Sam Hartman,QB,,,,
00-0024560,Sam Hollenbach,QB,,,,
00-0037077,Sam Howell,QB,,,,
00-0003557,Scott Covington,QB,,,,
00-0004527,Scott Dreisbach,QB,,,,
00-0011434,Scott Mitchell,QB,,,,
00-0028595,Scott Tolzien,QB,,,,
00-0027830,Sean Canfield,QB,,,,
00-0038391,Sean Clifford,QB,,,,
00-0019295,Sean Keenan,QB,,,,
00-0032245,Sean Mannion,QB,,,,
00-0030569,Sean Renfree,QB,,,,
00-0033429,Sefo Liufau,QB,,,,
00-0022055,Seneca Wallace,QB,,,,
00-0021322,Seth Burford,QB,,,,
00-0023126,Shane Boyd,QB,,,,
00-0036679,Shane Buechele,QB,,,,
00-0010560,Shane Matthews,QB,,,,
00-0020679,Shaun Hill,QB,,,,
00-0009266,Shaun King,QB,,,,
00-0037327,Skylar Thompson,QB,,,,
00-0039376,Spencer Rattler,QB,,,,
00-0019553,Spergon Wynn,QB,,,,
00-0023555,Stefan LeFors,QB,,,,
00-0027071,Stephen McGee,QB,,,,
00-0030825,Stephen Morris,QB,,,,
00-0039107,Stetson Bennett,QB,,,,
00-0001218,Steve Beuerlein,QB,,,,
00-0011024,Steve McNair,QB,,,,
00-0036022,Steven Montez,QB,,,,
00-0002787,Stoney Case,QB,,,,
00-0028090,T.J. Yates,QB,,,,
00-0034416,Tanner Lee,QB,,,,
00-0038400,Tanner McKee,QB,,,,
00-0039699,Tanner Mordecai,QB,,,,
00-0038744,Tanner Morgan,QB,,,,
00-0024279,Tarvaris Jackson,QB,,,,
00-0035087,Taryn Christion,QB,,,,
00-0031800,Taylor Heinicke,QB,,,,
00-0033357,Taysom Hill,QB,,,,
00-0031237,Teddy Bridgewater,QB,,,,
00-0019633,Tee Martin,QB,,,,
00-0028825,Terrelle Pryor,QB,,,,
00-0027253,Thaddeus Lewis,QB,,,,
00-0034177,Tim Boyle,QB,,,,
00-0003535,Tim Couch,QB,,,,
00-0019816,Tim Hasselbeck,QB,,,,
00-0019623,Tim Rattay,QB,,,,
00-0027876,Tim Tebow,QB,,,,
00-0001545,Todd Bouman,QB,,,,
00-0003315,Todd Collins,QB,,,,
00-0019622,Todd Husak,QB,,,,
00-0019596,Tom Brady,QB,,,,
00-0027121,Tom Brandstater,QB,,,,
00-0031064,Tom Savage,QB,,,,
00-0038476,Tommy DeVito,QB,,,,
00-0010261,Tommy Maddox,QB,,,,
00-0036433,Tommy Stevens,QB,,,,
00-0000722,Tony Banks,QB,,,,
00-0006299,Tony Graziani,QB,,,,
00-0027801,Tony Pike,QB,,,,
00-0021678,Tony Romo,QB,,,,
00-0020126,Tory Woodbury,QB,,,,
00-0035146,Trace McSorley,QB,,,,
00-0019192,Travis Brown,QB,,,,
00-0004293,Trent Dilfer,QB,,,,
00-0025479,Trent Edwards,QB,,,,
00-0006355,Trent Green,QB,,,,
00-0032462,Trevone Boykin,QB,,,,
00-0033607,Trevor Knight,QB,,,,
00-0036971,Trevor Lawrence,QB,,,,
00-0032156,Trevor Siemian,QB,,,,
00-0037012,Trey Lance,QB,,,,
00-0000104,Troy Aikman,QB,,,,
00-0025561,Troy Smith,QB,,,,
00-0036212,Tua Tagovailoa,QB,,,,
00-0004230,Ty Detmer,QB,,,,
00-0030151,Tyler Bray,QB,,,,
00-0033799,Tyler Ferguson,QB,,,,
00-0035993,Tyler Huntley,QB,,,,
00-0024812,Tyler Palko,QB,,,,
00-0025604,Tyler Thigpen,QB,,,,
00-0030568,Tyler Wilson,QB,,,,
00-0035356,Tyree Jackson,QB,,,,
00-0028118,Tyrod Taylor,QB,,,,
00-0038416,Tyson Bagent,QB,,,,
00-0024218,Vince Young,QB,,,,
00-0035723,Vincent Testaverde,QB,,,,
00-0016193,Vinny Testaverde,QB,,,,
00-0011524,Warren Moon,QB,,,,
00-0035251,Will Grier,QB,,,,
00-0039152,Will Levis,QB,,,,
00-0035037,Wilton Speight,QB,,,,
00-0030394,Zac Dysert,QB,,,,
00-0027841,Zac Robinson,QB,,,,
00-0031266,Zach Mettenberger,QB,,,,
00-0037013,Zach Wilson,QB,,,,
00-0039597,Zack Annexstad,QB,,,,
