player_id,player_name,position_group,race,race_source,confidence,notes
00-0038859,Cameron Brown,DB,,,,
00-0036330,Cameron Dantzler,DB,,,,
00-0031472,Cameron Fuller,DB,,,,
00-0038946,Cameron McCutcheon,DB,,,,
00-0038585,Cameron Mitchell,DB,,,,
00-0033930,Cameron Sutton,DB,,,,
00-0021808,Cameron Worrell,DB,,,,
00-0036629,Camryn Bynum,DB,,,,
00-0026944,Captain Munnerlyn,DB,,,,
00-0020518,Carey Scott,DB,,,,
00-0031700,Cariel Brooks,DB,,,,
00-0037644,Carlins Platel,DB,,,,
00-0033370,Carlos Davis,DB,,,,
00-0023444,Carlos Rogers,DB,,,,
00-0034778,Carlton Davis,DB,,,,
00-0006265,Carlton Gray,DB,,,,
00-0039300,Carlton Johnson,DB,,,,
00-0009561,Carnell Lake,DB,,,,
00-0031119,Carrington Byndom,DB,,,,
00-0038408,Carrington Valentine,DB,,,,
00-0027126,Cary Harris,DB,,,,
00-0026369,Cary Williams,DB,,,,
00-0029261,Casey Hayward,DB,,,,
00-0027290,Cassius Vaughn,DB,,,,
00-0037438,Cedric Boswell,DB,,,,
00-0004411,Cedric Donaldson,DB,,,,
00-0024263,Cedric Griffin,DB,,,,
00-0031591,Cedric Thompson,DB,,,,
00-0010693,Central McClellion,DB,,,,
00-0003516,Chad Cota,DB,,,,
00-0025638,Chad Nkang,DB,,,,
00-0014539,Chad Scott,DB,,,,
00-0021316,Chad Williams,DB,,,,
00-0038982,Chamarri Conner,DB,,,,
00-0000585,Champ Bailey,DB,,,,
00-0030368,Chance Casey,DB,,,,
00-0033495,Chanceller James,DB,,,,
00-0029357,Chandler Fenner,DB,,,,
00-0034468,Chandon Sullivan,DB,,,,
00-0033652,Channing Stribling,DB,,,,
00-0005244,Charles Fisher,DB,,,,
00-0031955,Charles Gaines,DB,,,,
00-0026207,Charles Godfrey,DB,,,,
00-0023825,Charles Gordon,DB,,,,
00-0030263,Charles James,DB,,,,
00-0029423,Charles Mitchell,DB,,,,
00-0022123,Charles Tillman,DB,,,,
00-0032560,Charles Washington,DB,,,,
00-0039770,Charles Woods,DB,,,,
00-0018227,Charles Woodson,DB,,,,
00-0033692,Charlie Miller,DB,,,,
00-0024372,Charlie Peprah,DB,,,,
00-0017750,Charlie Williams,DB,,,,
00-0034573,Charvarius Ward,DB,,,,
00-0037321,Chase Lucas,DB,,,,
00-0028970,Chase Minnifield,DB,,,,
00-0039948,Chase Williams,DB,,,,
00-0039380,Chau Smith-Wade,DB,,,,
00-0035253,Chauncey Gardner-Johnson,DB,,,,
00-0039443,Chelen Garnes,DB,,,,
00-0026208,Chevis Jackson,DB,,,,
00-0030326,Chibuikem Okoro,DB,,,,
00-0020082,Chidi Iwuoma,DB,,,,
00-0033548,Chidobe Awuzie,DB,,,,
00-0039676,Chigozie Anusiem,DB,,,,
00-0028051,Chimdi Chekwa,DB,,,,
00-0025640,Chinedum Ndukwe,DB,,,,
00-0027085,Chip Vaughn,DB,,,,
00-0000112,Chris Akins,DB,,,,
00-0029747,Chris Banjo,DB,,,,
