"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"Ray Dominguez","Green Bay Packers","gnb",2012,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Donald Driver","Green Bay Packers","gnb",2012,16,7,2,"neck neck hand thumb",8,14,2,0,0,0,0,2,0,0
"Jermichael Finley","Green Bay Packers","gnb",2012,16,4,0,"shoulder",6,9,0,1,0,0,0,0,0,0
"Rob Francois","Green Bay Packers","gnb",2012,16,1,0,"hamstring",1,1,0,0,0,0,0,0,1,0
"Alex Green","Green Bay Packers","gnb",2012,16,6,3,"knee  shoulder concussion",1,16,1,1,0,0,0,0,1,0
"Davon House","Green Bay Packers","gnb",2012,16,9,7,"shoulder  illness shoulder hip",1,16,0,2,0,1,0,0,0,0
"Greg Jennings","Green Bay Packers","gnb",2012,16,11,8,"groin abdominal abdominal groin",2,12,0,0,2,0,0,0,2,0
"M.D. Jennings","Green Bay Packers","gnb",2012,16,3,0,"shoulder rib",4,12,0,1,1,0,0,0,0,0
"Johnny Jones","Green Bay Packers","gnb",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"John Kuhn","Green Bay Packers","gnb",2012,16,4,2,"calf hamstring",8,11,0,0,0,0,0,0,2,0
"T.J. Lang","Green Bay Packers","gnb",2012,16,6,1,"wrist elbow elbow wrist ankle concussion",8,15,1,0,0,0,2,2,0,1
"Jamari Lattimore","Green Bay Packers","gnb",2012,16,4,2,"ankle",1,4,0,0,0,0,0,0,0,1
"Terrell Manning","Green Bay Packers","gnb",2012,16,7,7,"concussion shoulder",2,14,1,1,0,0,0,0,0,0
"Clay Matthews","Green Bay Packers","gnb",2012,16,5,4,"hamstring",10,14,0,0,0,0,0,0,1,0
"Mike McCabe","Green Bay Packers","gnb",2012,16,16,16,"hip",1,16,0,0,0,1,0,0,0,0
"Jerron McMillian","Green Bay Packers","gnb",2012,16,2,0,"back",9,14,0,0,1,0,0,0,0,0
"Dezman Moses","Green Bay Packers","gnb",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Mike Neal","Green Bay Packers","gnb",2012,16,5,1,"knee ankle shoulder",7,14,0,1,0,0,0,0,1,1
"Jordy Nelson","Green Bay Packers","gnb",2012,16,8,4,"hamstring ankle",8,16,0,0,0,0,0,0,1,1
"Marshall Newhouse","Green Bay Packers","gnb",2012,16,2,0,"wrist",12,14,0,0,0,0,0,1,0,0
"Nick Perry","Green Bay Packers","gnb",2012,16,11,10,"wrist knee",3,16,0,0,0,0,0,1,1,0
"Ryan Pickett","Green Bay Packers","gnb",2012,16,3,0,"shoulder quadricep",4,12,0,1,0,0,0,0,1,0
"Andrew Quarless","Green Bay Packers","gnb",2012,16,7,7,"knee",10,16,0,0,0,0,0,0,1,0
"B.J. Raji","Green Bay Packers","gnb",2012,16,7,2,"ankle",1,11,0,0,0,0,0,0,0,1
"Sean Richardson","Green Bay Packers","gnb",2012,16,12,11,"hamstring  back",1,16,0,0,1,0,0,0,1,0
"Aaron Rodgers","Green Bay Packers","gnb",2012,16,5,0,"eye calf ankle",4,15,1,0,0,0,0,0,1,1
"Brandon Saine","Green Bay Packers","gnb",2012,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0
"Jeff Saturday","Green Bay Packers","gnb",2012,16,4,2,"neck foot back",8,16,1,0,1,0,0,0,0,1
"Derek Sherrod","Green Bay Packers","gnb",2012,16,16,16,"leg",1,16,0,0,0,0,0,0,1,0
"Sam Shields","Green Bay Packers","gnb",2012,16,7,6,"shin",7,13,0,0,0,0,0,0,1,0
"Josh Sitton","Green Bay Packers","gnb",2012,16,2,0,"knee concussion",3,16,1,0,0,0,0,0,1,0
"D.J. Smith","Green Bay Packers","gnb",2012,16,10,10,"knee",7,16,0,0,0,0,0,0,1,0
"Shaky Smithson","Green Bay Packers","gnb",2012,16,1,1,"ankle",1,1,0,0,0,0,0,0,0,1
"Vic So'oto","Green Bay Packers","gnb",2012,16,3,3,"ankle  illness",1,11,0,0,0,0,0,0,0,1
"James Starks","Green Bay Packers","gnb",2012,16,9,8,"toe  illness knee",1,16,0,0,0,0,0,0,1,1
"Ryan Taylor","Green Bay Packers","gnb",2012,16,1,0,"chest",10,10,0,0,1,0,0,0,0,0
"Greg Van Roten","Green Bay Packers","gnb",2012,16,1,0,"back",15,15,0,0,1,0,0,0,0,0
"Erik Walden","Green Bay Packers","gnb",2012,16,3,0,"served ankle",2,15,0,0,0,0,0,0,0,1
"Johnny White","Green Bay Packers","gnb",2012,16,6,5,"illness concussion",10,16,1,0,0,0,0,0,0,0
"D.J. Williams","Green Bay Packers","gnb",2012,16,3,1,"hamstring",6,10,0,0,0,0,0,0,1,0
"Tramon Williams","Green Bay Packers","gnb",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"C.J. Wilson","Green Bay Packers","gnb",2012,16,7,5,"groin knee",2,16,0,0,0,0,0,0,2,0
"Charles Woodson","Green Bay Packers","gnb",2012,16,9,9,"collarbone",8,16,0,1,0,0,0,0,0,0
"Jerel Worthy","Green Bay Packers","gnb",2012,16,6,2,"shoulder head concussion hamstring",4,16,2,1,0,0,0,0,1,0
"Frank Zombo","Green Bay Packers","gnb",2012,16,10,9,"ankle",1,10,0,0,0,0,0,0,0,1
"Mister Alexander","Houston Texans","htx",2012,16,3,1,"knee hip achilles",4,6,0,0,0,1,0,0,1,1
"Alan Ball","Houston Texans","htx",2012,16,8,5,"foot ankle",4,16,0,0,0,0,0,0,0,2
"Connor Barwin","Houston Texans","htx",2012,16,3,0,"elbow knee back elbow",3,16,0,0,1,0,2,0,1,0
"Bryan Braman","Houston Texans","htx",2012,16,9,2,"hamstring hamstring neck  knee neck",1,15,2,0,0,0,0,0,3,0
"Brandon Brooks","Houston Texans","htx",2012,16,1,1,"thumb",3,3,0,0,0,0,0,1,0,0
"Randy Bullock","Houston Texans","htx",2012,16,16,16,"groin",1,16,0,0,0,0,0,0,1,0
"Rashad Butler","Houston Texans","htx",2012,16,16,16,"triceps",1,16,0,0,0,0,1,0,0,0
"Antoine Caldwell","Houston Texans","htx",2012,16,8,2,"ankle ankle foot concussion hamstring",2,13,1,0,0,0,0,0,1,3
"James Casey","Houston Texans","htx",2012,16,1,0,"illness",9,9,0,0,0,0,0,0,0,0
"Tyler Clutts","Houston Texans","htx",2012,16,3,0,"hip abdominal abdomden",12,16,0,0,1,1,0,0,0,0
"Shaun Cody","Houston Texans","htx",2012,16,14,3,"back  ribs chest ribs back",1,16,0,0,5,0,0,0,0,0
"Jared Crick","Houston Texans","htx",2012,16,6,0,"neck",11,16,1,0,0,0,0,0,0,0
"Brian Cushing","Houston Texans","htx",2012,16,15,11,"ribs  knee",1,16,0,0,1,0,0,0,1,0
"Owen Daniels","Houston Texans","htx",2012,16,10,1,"illness  thigh hamstring hip back",1,16,0,0,1,1,0,0,2,0
"Quintin Demps","Houston Texans","htx",2012,16,8,3,"thumb ankle thumb forearm thumb forearm toe toe",4,11,2,0,0,0,2,3,0,3
"Tim Dobbins","Houston Texans","htx",2012,16,11,2,"neck hamstring shoulder shoulder thumb",2,16,1,2,0,0,0,1,1,0
"Justin Forsett","Houston Texans","htx",2012,16,5,0,"thigh knee",6,16,0,0,0,0,0,0,2,0
"Arian Foster","Houston Texans","htx",2012,16,8,0,"chest illness  knee hamstring finger arrhythmia",1,16,0,0,2,0,0,1,2,0
"Keyaron Fox","Houston Texans","htx",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Garrett Graham","Houston Texans","htx",2012,16,2,1,"concussion",13,14,1,0,0,0,0,0,0,0
"Shayne Graham","Houston Texans","htx",2012,16,1,0,"calf",6,6,0,0,0,0,0,0,1,0
"Ra'Shon Harris","Houston Texans","htx",2012,16,16,16,"triceps",1,16,0,0,0,0,1,0,0,0
"David Hunter","Houston Texans","htx",2012,16,10,10,"foot",7,16,0,0,0,0,0,0,0,1
"Bradie James","Houston Texans","htx",2012,16,7,1,"chest thigh calf thumb hamstring knee",4,14,0,0,1,0,0,1,4,0
"Tim Jamison","Houston Texans","htx",2012,16,10,10,"achilles",7,16,0,0,0,0,0,0,0,1
"Lestar Jean","Houston Texans","htx",2012,16,11,2,"knee knee back",4,14,0,0,1,0,0,0,2,0
"Andre Johnson","Houston Texans","htx",2012,16,7,0,"chest  groin personal",1,12,0,0,1,0,0,0,1,0
"Ben Jones","Houston Texans","htx",2012,16,2,0,"knee illness",7,8,0,0,0,0,0,0,1,0
"Donnie Jones","Houston Texans","htx",2012,16,1,0,"knee",14,14,0,0,0,0,0,0,1,0
"Johnathan Joseph","Houston Texans","htx",2012,16,13,2,"illness groin knee wrist hamstring groin quadricep",2,16,0,0,0,0,0,1,5,0
"Shiloh Keo","Houston Texans","htx",2012,16,8,0,"neck  thumb neck back hand back ankle",1,16,2,0,2,0,0,2,0,1
"Brice McCain","Houston Texans","htx",2012,16,10,4,"foot knee",2,16,0,0,0,0,0,0,1,1
"Whitney Mercilus","Houston Texans","htx",2012,16,2,0,"hip knee",13,14,0,0,0,1,0,0,1,0
"Earl Mitchell","Houston Texans","htx",2012,16,3,0,"ankle shoulder",8,14,0,1,0,0,0,0,0,1
"Chris Myers","Houston Texans","htx",2012,16,6,0,"amkle neck back hip elbow",2,12,1,0,1,1,1,0,0,0
"Jesse Nading","Houston Texans","htx",2012,16,12,0,"knee foot foot neck",3,14,1,0,0,0,0,0,1,2
"Derek Newton","Houston Texans","htx",2012,16,5,2,"knee",12,16,0,0,0,0,0,0,1,0
"Eddie Pleasant","Houston Texans","htx",2012,16,1,0,"hamstring",16,16,0,0,0,0,0,0,1,0
"DeVier Posey","Houston Texans","htx",2012,16,3,1,"knee hamstring",11,13,0,0,0,0,0,0,2,0
"Glover Quin","Houston Texans","htx",2012,16,4,0,"hand shoulder hip",4,16,0,1,0,1,0,1,0,0
"Brooks Reed","Houston Texans","htx",2012,16,10,4,"hip  groin",1,16,0,0,0,1,0,0,1,0
"Barrett Ruud","Houston Texans","htx",2012,16,1,0,"knee",15,15,0,0,0,0,0,0,1,0
"Matt Schaub","Houston Texans","htx",2012,16,2,0,"head elbow",3,4,1,0,0,0,1,0,0,0
"Darryl Sharpton","Houston Texans","htx",2012,16,13,9,"hip  neck knee hip knee hip toe",1,15,1,0,0,3,0,0,2,1
"Antonio Smith","Houston Texans","htx",2012,16,14,0,"ankle ankle illness",2,16,0,0,0,0,0,0,0,2
"Wade Smith","Houston Texans","htx",2012,16,13,0,"wrist knee foot ribs knee ribs",2,16,0,0,2,0,0,1,2,1
"Ben Tate","Houston Texans","htx",2012,16,12,5,"head  foot hamstring hamstring foot",1,16,1,0,0,0,0,0,2,2
"Kevin Walter","Houston Texans","htx",2012,16,4,0,"illness groin shoulder",8,12,0,1,0,0,0,0,1,0
"J.J. Watt","Houston Texans","htx",2012,16,4,0,"elbow  illness chest",1,16,0,0,1,0,1,0,0,0
"Cody White","Houston Texans","htx",2012,16,2,2,"illness",8,9,0,0,0,0,0,0,0,0
"T.J. Yates","Houston Texans","htx",2012,16,9,7,"elbow shoulder",8,16,0,1,0,0,1,0,0,0
"Pat Angerer","Indianapolis Colts","clt",2012,16,9,5,"foot",1,9,0,0,0,0,0,0,0,1
"Donnie Avery","Indianapolis Colts","clt",2012,16,4,0,"hip head ribs shoulder",8,16,1,1,1,1,0,0,0,0
"Antoine Bethea","Indianapolis Colts","clt",2012,16,2,0,"ankle neck",11,13,1,0,0,0,0,0,0,1
"Donald Brown","Indianapolis Colts","clt",2012,16,11,6,"knee knee hip ankle",5,16,0,0,0,1,0,0,2,1
"Darius Butler","Indianapolis Colts","clt",2012,16,3,2,"shoulder",6,8,0,1,0,0,0,0,0,0
"Delone Carter","Indianapolis Colts","clt",2012,16,4,4,"ribs  ankle",1,16,0,0,1,0,0,0,0,1
"Josh Chapman","Indianapolis Colts","clt",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Austin Collie","Indianapolis Colts","clt",2012,16,16,15,"concussion knee",1,16,1,0,0,0,0,0,1,0
"Kavell Conner","Indianapolis Colts","clt",2012,16,3,2,"hamstring",14,16,0,0,0,0,0,0,1,0
"Vontae Davis","Indianapolis Colts","clt",2012,16,9,6,"ankle knee",4,12,0,0,0,0,0,0,1,1
"A.J. Edds","Indianapolis Colts","clt",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Coby Fleener","Indianapolis Colts","clt",2012,16,7,4,"head shoulder ankle",4,14,1,1,0,0,0,0,0,1
"Moise Fokou","Indianapolis Colts","clt",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Jerrell Freeman","Indianapolis Colts","clt",2012,16,4,0,"head foot thumb",6,16,1,0,0,0,0,1,0,1
"Dwight Freeney","Indianapolis Colts","clt",2012,16,10,2,"ankle",1,15,0,0,0,0,0,0,0,1
"Tim Fugger","Indianapolis Colts","clt",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Kellen Heard","Indianapolis Colts","clt",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Tony Hills","Indianapolis Colts","clt",2012,16,1,1,"chest",12,12,0,0,1,0,0,0,0,0
"T.Y. Hilton","Indianapolis Colts","clt",2012,16,2,1,"shoulder",1,2,0,1,0,0,0,0,0,0
"Robert Hughes","Indianapolis Colts","clt",2012,16,3,3,"knee",14,16,0,0,0,0,0,0,1,0
"Ben Ijalana","Indianapolis Colts","clt",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Antonio Johnson","Indianapolis Colts","clt",2012,16,3,2,"illness ankle",7,16,0,0,0,0,0,0,0,1
"Winston Justice","Indianapolis Colts","clt",2012,16,10,4,"concussion ankle knee biceps",2,16,1,0,0,0,1,0,1,1
"Deji Karim","Indianapolis Colts","clt",2012,16,16,13,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Brandon King","Indianapolis Colts","clt",2012,16,1,1,"hamstring",1,1,0,0,0,0,0,0,1,0
"Justin King","Indianapolis Colts","clt",2012,16,1,1,"groin",4,4,0,0,0,0,0,0,1,0
"Joe Lefeged","Indianapolis Colts","clt",2012,16,2,0,"toe calf",12,15,0,0,0,0,0,0,1,1
"Korey Lindsey","Indianapolis Colts","clt",2012,16,16,16,"concussion",1,16,1,0,0,0,0,0,0,0
"Jeff Linkenbach","Indianapolis Colts","clt",2012,16,1,0,"head",8,8,1,0,0,0,0,0,0,0
"Andrew Luck","Indianapolis Colts","clt",2012,16,8,0,"knee",7,16,0,0,0,0,0,0,1,0
"Scott Lutrus","Indianapolis Colts","clt",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Robert Mathis","Indianapolis Colts","clt",2012,16,7,4,"ankle knee back",4,10,0,0,1,0,0,0,1,1
"Mike McGlynn","Indianapolis Colts","clt",2012,16,1,0,"knee",3,3,0,0,0,0,0,0,1,0
"Brandon McKinney","Indianapolis Colts","clt",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Fili Moala","Indianapolis Colts","clt",2012,16,9,8,"knee",5,16,0,0,0,0,0,0,1,0
"Mewelde Moore","Indianapolis Colts","clt",2012,16,3,1,"ribs  ankle",1,5,0,0,1,0,0,0,0,1
"Drake Nevis","Indianapolis Colts","clt",2012,16,7,7,"hand",10,16,0,0,0,0,0,1,0,0
"Mike Newton","Indianapolis Colts","clt",2012,16,1,1,"neck",1,1,1,0,0,0,0,0,0,0
"Seth Olsen","Indianapolis Colts","clt",2012,16,10,9,"knee",4,13,0,0,0,0,0,0,1,0
"Jerraud Powers","Indianapolis Colts","clt",2012,16,9,8,"knee  foot toe",1,16,0,0,0,0,0,0,1,2
"Cory Redding","Indianapolis Colts","clt",2012,16,8,2,"knee  triceps hip ankle quadricep",1,16,0,0,0,1,1,0,2,1
"Joe Reitz","Indianapolis Colts","clt",2012,16,11,7,"knee  head concussion",1,16,2,0,0,0,0,0,1,0
"Jabin Sambrano","Indianapolis Colts","clt",2012,16,3,3,"concussion",1,3,1,0,0,0,0,0,0,0
"Samson Satele","Indianapolis Colts","clt",2012,16,9,5,"knee back ankle",3,16,0,0,1,0,0,0,1,1
"A.Q. Shipley","Indianapolis Colts","clt",2012,16,2,0,"knee",15,16,0,0,0,0,0,0,1,0
"Bradley Sowell","Indianapolis Colts","clt",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Martin Tevaseu","Indianapolis Colts","clt",2012,16,5,2,"ankle head shoulder illness",5,15,1,1,0,0,0,0,0,1
"Griff Whalen","Indianapolis Colts","clt",2012,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1
"Teddy Williams","Indianapolis Colts","clt",2012,16,2,0,"calf knee",11,16,0,0,0,0,0,0,2,0
"Tom Zbikowski","Indianapolis Colts","clt",2012,16,5,5,"shin knee",12,16,0,0,0,0,0,0,2,0
"Tyson Alualu","Jacksonville Jaguars","jax",2012,16,5,0,"calf",12,16,0,0,0,0,0,0,1,0
"Justin Blackmon","Jacksonville Jaguars","jax",2012,16,2,0,"ankle  groin",1,12,0,0,0,0,0,0,1,1
"Brock Bolen","Jacksonville Jaguars","jax",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Brett Brackett","Jacksonville Jaguars","jax",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Cameron Bradfield","Jacksonville Jaguars","jax",2012,16,3,2,"leg",2,4,0,0,0,0,0,0,1,0
"Andre Branch","Jacksonville Jaguars","jax",2012,16,2,2,"groin",15,16,0,0,0,0,0,0,1,0
"Mike Brewster","Jacksonville Jaguars","jax",2012,16,4,4,"hand",13,16,0,0,0,0,0,1,0,0
"Eben Britton","Jacksonville Jaguars","jax",2012,16,3,2,"ankle",2,4,0,0,0,0,0,0,0,1
"John Chick","Jacksonville Jaguars","jax",2012,16,6,6,"knee",1,6,0,0,0,0,0,0,1,0
"Reggie Corner","Jacksonville Jaguars","jax",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Derek Cox","Jacksonville Jaguars","jax",2012,16,10,4,"hamstring  back",1,15,0,0,1,0,0,0,1,0
"John Estes","Jacksonville Jaguars","jax",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Blaine Gabbert","Jacksonville Jaguars","jax",2012,16,11,6,"glute shoulder elbow",3,16,0,1,0,1,1,0,0,0
"Rashad Jennings","Jacksonville Jaguars","jax",2012,16,8,6,"leg knee  concussion",1,16,1,0,0,0,0,0,2,0
"Greg Jones","Jacksonville Jaguars","jax",2012,16,10,4,"head hip thigh fibula",3,16,1,0,0,1,0,0,2,0
"Maurice Jones-Drew","Jacksonville Jaguars","jax",2012,16,10,10,"foot",7,16,0,0,0,0,0,0,0,1
"Dawan Landry","Jacksonville Jaguars","jax",2012,16,1,0,"knee",6,6,0,0,0,0,0,0,1,0
"Austen Lane","Jacksonville Jaguars","jax",2012,16,6,4,"foot",1,13,0,0,0,0,0,0,0,1
"Dwight Lowery","Jacksonville Jaguars","jax",2012,16,10,7,"ankle foot ankle foot",6,16,0,0,0,0,0,0,0,4
"Rashean Mathis","Jacksonville Jaguars","jax",2012,16,10,4,"groin",7,16,0,0,0,0,0,0,1,0
"Brad Meester","Jacksonville Jaguars","jax",2012,16,9,0,"foot",8,16,0,0,0,0,0,0,0,1
"William Middleton","Jacksonville Jaguars","jax",2012,16,6,6,"concussion",11,16,1,0,0,0,0,0,0,0
"Drew Nowak","Jacksonville Jaguars","jax",2012,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1
"Uche Nwaneri","Jacksonville Jaguars","jax",2012,16,4,1,"ankle  leg concussion",1,16,1,0,0,0,0,0,1,1
"Montell Owens","Jacksonville Jaguars","jax",2012,16,3,2,"concussion shoulder",4,8,1,1,0,0,0,0,0,0
"Jalen Parmele","Jacksonville Jaguars","jax",2012,16,5,5,"leg",12,16,0,0,0,0,0,0,1,0
"Paul Posluszny","Jacksonville Jaguars","jax",2012,16,2,0,"groin",15,16,0,0,0,0,0,0,1,0
"Taylor Price","Jacksonville Jaguars","jax",2012,16,16,16,"foot",1,16,0,0,0,0,0,0,0,1
"Will Rackley","Jacksonville Jaguars","jax",2012,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Laurent Robinson","Jacksonville Jaguars","jax",2012,16,12,9,"head concussion",3,16,2,0,0,0,0,0,0,0
"Aaron Ross","Jacksonville Jaguars","jax",2012,16,6,2,"ankle leg calf",10,16,0,0,0,0,0,0,2,1
"Kevin Rutland","Jacksonville Jaguars","jax",2012,16,1,1,"concussion",4,4,1,0,0,0,0,0,0,0
"George Selvie","Jacksonville Jaguars","jax",2012,16,9,7,"knee  concussion",1,15,1,0,0,0,0,0,1,0
"Clint Session","Jacksonville Jaguars","jax",2012,16,16,16,"concussion",1,16,1,0,0,0,0,0,0,0
"Cecil Shorts","Jacksonville Jaguars","jax",2012,16,3,2,"concussion",13,16,1,0,0,0,0,0,0,0
"D'Anthony Smith","Jacksonville Jaguars","jax",2012,16,5,5,"neck",12,16,1,0,0,0,0,0,0,0
"Daryl Smith","Jacksonville Jaguars","jax",2012,16,16,14,"groin",1,16,0,0,0,0,0,0,1,0
"Jason Spitz","Jacksonville Jaguars","jax",2012,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Julian Stanford","Jacksonville Jaguars","jax",2012,16,1,0,"hip",16,16,0,0,0,1,0,0,0,0
"Jordan Todman","Jacksonville Jaguars","jax",2012,16,3,3,"calf",14,16,0,0,0,0,0,0,1,0
"Matt Veldman","Jacksonville Jaguars","jax",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Branden Albert","Kansas City Chiefs","kan",2012,16,7,3,"back",9,16,0,0,1,0,0,0,0,0
"Jeff Allen","Kansas City Chiefs","kan",2012,16,2,0,"head illness",9,13,1,0,0,0,0,0,0,0
"Javier Arenas","Kansas City Chiefs","kan",2012,16,3,0,"neck head ankle",3,15,2,0,0,0,0,0,0,1
"Jon Asamoah","Kansas City Chiefs","kan",2012,16,5,1,"thumb back",10,16,0,0,1,0,0,1,0,0
"Allen Bailey","Kansas City Chiefs","kan",2012,16,7,6,"ankle",1,16,0,0,0,0,0,0,0,1
"Jonathan Baldwin","Kansas City Chiefs","kan",2012,16,5,1,"hamstring head neck concussion illness",5,15,3,0,0,0,0,0,1,0
"Jovan Belcher","Kansas City Chiefs","kan",2012,16,1,0,"groin",1,1,0,0,0,0,0,0,1,0
"Josh Bellamy","Kansas City Chiefs","kan",2012,16,2,1,"illness ankle",15,16,0,0,0,0,0,0,0,1
"Eric Berry","Kansas City Chiefs","kan",2012,16,4,0,"hand",13,16,0,0,0,0,0,1,0,0
"Kevin Boss","Kansas City Chiefs","kan",2012,16,15,14,"head concussion",2,16,2,0,0,0,0,0,0,0
"Dwayne Bowe","Kansas City Chiefs","kan",2012,16,6,3,"thigh neck ribs",4,16,1,0,1,0,0,0,1,0
"Steve Breaston","Kansas City Chiefs","kan",2012,16,2,0,"wrist knee",3,4,0,0,0,0,0,1,1,0
"Jalil Brown","Kansas City Chiefs","kan",2012,16,7,1,"groin ankle  hamstring toe",1,16,0,0,0,0,0,0,2,2
"Matt Cassel","Kansas City Chiefs","kan",2012,16,2,1,"head concussion",6,7,2,0,0,0,0,0,0,0
"Jamaal Charles","Kansas City Chiefs","kan",2012,16,3,0,"hamstring neck illness",3,16,1,0,0,0,0,0,1,0
"Terrance Copper","Kansas City Chiefs","kan",2012,16,5,1,"calf hamstring knee",6,16,0,0,0,0,0,0,3,0
"Glenn Dorsey","Kansas City Chiefs","kan",2012,16,12,12,"calf",4,16,0,0,0,0,0,0,1,0
"Shaun Draughn","Kansas City Chiefs","kan",2012,16,1,0,"ankle",6,6,0,0,0,0,0,0,0,1
"Nate Eachus","Kansas City Chiefs","kan",2012,16,2,1,"head",8,9,1,0,0,0,0,0,0,0
"Abram Elam","Kansas City Chiefs","kan",2012,16,4,4,"quadricep",13,16,0,0,0,0,0,0,1,0
"Brandon Flowers","Kansas City Chiefs","kan",2012,16,7,1,"foot  heel hamstring chest",1,15,0,0,1,0,0,0,1,2
"Cyrus Gray","Kansas City Chiefs","kan",2012,16,3,1,"illness shoulder neck",6,15,1,1,0,0,0,0,0,0
"Cory Greenwood","Kansas City Chiefs","kan",2012,16,1,0,"illness",16,16,0,0,0,0,0,0,0,0
"Tamba Hali","Kansas City Chiefs","kan",2012,16,3,0,"knee illness",12,16,0,0,0,0,0,0,1,0
"Peyton Hillis","Kansas City Chiefs","kan",2012,16,5,3,"ankle",3,7,0,0,0,0,0,0,0,1
"Russ Hochstein","Kansas City Chiefs","kan",2012,16,4,2,"back",13,16,0,0,1,0,0,0,0,0
"Rodney Hudson","Kansas City Chiefs","kan",2012,16,13,13,"knee",4,16,0,0,0,0,0,0,1,0
"Tyson Jackson","Kansas City Chiefs","kan",2012,16,1,1,"foot",16,16,0,0,0,0,0,0,0,1
"Derrick Johnson","Kansas City Chiefs","kan",2012,16,5,0,"ankle  groin hamstring",1,14,0,0,0,0,0,0,2,1
"Kendrick Lewis","Kansas City Chiefs","kan",2012,16,10,7,"shoulder  illness",1,16,0,1,0,0,0,0,0,0
"Ryan Lilja","Kansas City Chiefs","kan",2012,16,12,1,"back neck knee",3,16,1,0,1,0,0,0,1,0
"Steve Maneri","Kansas City Chiefs","kan",2012,16,4,1,"ankle",7,11,0,0,0,0,0,0,0,1
"Kyle McCarthy","Kansas City Chiefs","kan",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Dexter McCluster","Kansas City Chiefs","kan",2012,16,5,0,"elbow head neck illness",3,16,2,0,0,0,1,0,0,0
"DeQuan Menzie","Kansas City Chiefs","kan",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Tony Moeaki","Kansas City Chiefs","kan",2012,16,3,1,"back head",11,16,1,0,1,0,0,0,0,0
"Jake O'Connell","Kansas City Chiefs","kan",2012,16,9,8,"knee ankle",3,16,0,0,0,0,0,0,1,1
"Ropati Pitoitua","Kansas City Chiefs","kan",2012,16,2,1,"elbow",5,6,0,0,0,0,1,0,0,0
"Dontari Poe","Kansas City Chiefs","kan",2012,16,1,0,"knee",10,10,0,0,0,0,0,0,1,0
"Jerrell Powe","Kansas City Chiefs","kan",2012,16,1,0,"illness",15,15,0,0,0,0,0,0,0,0
"Brady Quinn","Kansas City Chiefs","kan",2012,16,5,2,"head concussion rib",7,15,2,0,1,0,0,0,0,0
"Rich Ranglin","Kansas City Chiefs","kan",2012,16,2,2,"knee",15,16,0,0,0,0,0,0,1,0
"Jacques Reeves","Kansas City Chiefs","kan",2012,16,14,14,"hamstring",3,16,0,0,0,0,0,0,1,0
"Stanford Routt","Kansas City Chiefs","kan",2012,16,1,1,"hamstring",8,8,0,0,0,0,0,0,1,0
"Martin Rucker","Kansas City Chiefs","kan",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Donald Stephenson","Kansas City Chiefs","kan",2012,16,1,0,"illness",16,16,0,0,0,0,0,0,0,0
"Alex Tanney","Kansas City Chiefs","kan",2012,16,16,16,"finger",1,16,0,0,0,0,0,1,0,0
"Neiko Thorpe","Kansas City Chiefs","kan",2012,16,1,0,"illness",15,15,0,0,0,0,0,0,0,0
"Anthony Toribio","Kansas City Chiefs","kan",2012,16,4,4,"ankle",1,4,0,0,0,0,0,0,0,1
"Devon Wylie","Kansas City Chiefs","kan",2012,16,8,7,"hamstring",2,9,0,0,0,0,0,0,1,0
"Phillip Adams","Las Vegas Raiders","rai",2012,16,3,1,"concussion groin",13,16,1,0,0,0,0,0,1,0
"David Ausberry","Las Vegas Raiders","rai",2012,16,6,0,"shoulder  knee",1,16,0,1,0,0,0,0,1,0
