name,full_team,team,year,games_in_season,num_games_injured,num_games_missing,injury_types,earliest_injury,latest_injury,head,shoulder,upper_torso,lower_torso,arm,hand,leg,foot,position_id,clean_name,nflverse_position_group,position_group,injury_burden
Rasul Douglas,Philadelphia Eagles,phi,2018,16,1,0,knee,11.0,11.0,0,0,0,0,0,0,1,0,DEF,rasul douglas,,,1
Shelton Gibson,Philadelphia Eagles,phi,2018,16,2,0,knee wrist,2.0,14.0,0,0,0,0,0,1,1,0,WR,shelton gibson,,WR,2
Corey Graham,Philadelphia Eagles,phi,2018,16,3,3,hamstring,6.0,8.0,0,0,0,0,0,0,1,0,DEF,corey graham,,,6
Kamu Grugier-Hill,Philadelphia Eagles,phi,2018,16,1,0,groin,3.0,3.0,0,0,0,0,0,0,1,0,OL,kamu grugier hill,,OL,1
Jordan Hicks,Philadelphia Eagles,phi,2018,16,5,4,calf,11.0,16.0,0,0,0,0,0,0,1,0,OL,jordan hicks,,OL,9
Mack Hollins,Philadelphia Eagles,phi,2018,16,16,16,groin,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Alshon Jeffery,Philadelphia Eagles,phi,2018,16,4,3,shoulder illness,1.0,4.0,0,1,0,0,0,0,0,0,WR,alshon jeffery,,WR,7
Timmy Jernigan,Philadelphia Eagles,phi,2018,16,14,13,back,1.0,15.0,0,0,1,0,0,0,0,0,DEF,timmy jernigan,,,27
Lane Johnson,Philadelphia Eagles,phi,2018,16,3,1,ankle knee,6.0,10.0,0,0,0,0,0,0,1,1,OL,lane johnson,,OL,4
Sidney Jones,Philadelphia Eagles,phi,2018,16,7,7,hamstring,7.0,16.0,0,0,0,0,0,0,1,0,DEF,sidney jones,,,14
Jason Kelce,Philadelphia Eagles,phi,2018,16,1,0,knee,16.0,16.0,0,0,0,0,0,0,1,0,OL,jason kelce,,OL,1
Cre'von LeBlanc,Philadelphia Eagles,phi,2018,16,1,0,hamstring,15.0,15.0,0,0,0,0,0,0,1,0,DEF,crevon leblanc,,,1
Avonte Maddox,Philadelphia Eagles,phi,2018,16,4,3,knee ankle,11.0,14.0,0,0,0,0,0,0,1,1,DEF,avonte maddox,,,7
Jordan Mailata,Philadelphia Eagles,phi,2018,16,3,3,back,14.0,16.0,0,0,1,0,0,0,0,0,,,,,6
Chris Maragos,Philadelphia Eagles,phi,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Rodney McLeod,Philadelphia Eagles,phi,2018,16,13,13,knee,4.0,16.0,0,0,0,0,0,0,1,0,DEF,rodney mcleod,,,26
Jalen Mills,Philadelphia Eagles,phi,2018,16,8,8,foot,9.0,16.0,0,0,0,0,0,0,0,1,DEF,jalen mills,,,16
Haloti Ngata,Philadelphia Eagles,phi,2018,16,5,3,calf knee,5.0,10.0,0,0,0,0,0,0,2,0,DEF,haloti ngata,,,8
Joshua Perkins,Philadelphia Eagles,phi,2018,16,7,7,knee,10.0,16.0,0,0,0,0,0,0,1,0,TE,joshua perkins,,TE,14
Jason Peters,Philadelphia Eagles,phi,2018,16,2,0,quadricep,3.0,16.0,0,0,0,0,0,0,1,0,OL,jason peters,,OL,2
Richard Rodgers,Philadelphia Eagles,phi,2018,16,9,9,knee,1.0,9.0,0,0,0,0,0,0,1,0,TE,richard rodgers,,TE,18
Isaac Seumalo,Philadelphia Eagles,phi,2018,16,3,3,pectoral,14.0,16.0,0,0,1,0,0,0,0,0,OL,isaac seumalo,,OL,6
Darren Sproles,Philadelphia Eagles,phi,2018,16,11,10,hamstring,2.0,12.0,0,0,0,0,0,0,1,0,RB,darren sproles,,RB,21
Josh Sweat,Philadelphia Eagles,phi,2018,16,4,3,hip ankle,9.0,16.0,0,0,0,1,0,0,0,1,DEF,josh sweat,,,7
Bryce Treggs,Philadelphia Eagles,phi,2018,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Destiny Vaeao,Philadelphia Eagles,phi,2018,16,10,10,undisclosed,7.0,16.0,0,0,0,0,0,0,0,0,DEF,destiny vaeao,,,20
Mike Wallace,Philadelphia Eagles,phi,2018,16,14,14,shin ankle,3.0,16.0,0,0,0,0,0,0,1,1,WR,mike wallace,,WR,28
Toby Weathersby,Philadelphia Eagles,phi,2018,16,15,15,undisclosed,2.0,16.0,0,0,0,0,0,0,0,0,,,,,30
Carson Wentz,Philadelphia Eagles,phi,2018,16,5,5,knee  back,1.0,16.0,0,0,1,0,0,0,1,0,QB,carson wentz,,QB,10
Paul Worrilow,Philadelphia Eagles,phi,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Adam Zaruba,Philadelphia Eagles,phi,2018,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Olasunkanmi Adeniyi,Pittsburgh Steelers,pit,2018,16,15,15,hamstring,1.0,16.0,0,0,0,0,0,0,1,0,DEF,olasunkanmi adeniyi,,,30
Tyson Alualu,Pittsburgh Steelers,pit,2018,16,1,1,shoulder,2.0,2.0,0,1,0,0,0,0,0,0,DEF,tyson alualu,,,2
Nat Berhe,Pittsburgh Steelers,pit,2018,16,12,12,pectoral,5.0,16.0,0,0,1,0,0,0,0,0,DEF,nat berhe,,,24
Chris Boswell,Pittsburgh Steelers,pit,2018,16,1,1,undisclosed,16.0,16.0,0,0,0,0,0,0,0,0,K,chris boswell,,,2
Antonio Brown,Pittsburgh Steelers,pit,2018,16,1,1,notinjuryrelated,16.0,16.0,0,0,0,0,0,0,0,0,WR,antonio brown,,WR,2
Morgan Burnett,Pittsburgh Steelers,pit,2018,16,6,5,groin back,3.0,13.0,0,0,1,0,0,0,1,0,DEF,morgan burnett,,,11
Artie Burns,Pittsburgh Steelers,pit,2018,16,2,0,toe ankle,2.0,8.0,0,0,0,0,0,0,0,2,DEF,artie burns,,,2
Joe Cheek,Pittsburgh Steelers,pit,2018,16,15,15,foot,2.0,16.0,0,0,0,0,0,0,0,1,,,,,30
Anthony Chickillo,Pittsburgh Steelers,pit,2018,16,1,0,ankle,13.0,13.0,0,0,0,0,0,0,0,1,DEF,anthony chickillo,,,1
James Conner,Pittsburgh Steelers,pit,2018,16,4,3,ankle,13.0,16.0,0,0,0,0,0,0,0,1,RB,james conner,,RB,7
Sean Davis,Pittsburgh Steelers,pit,2018,16,1,1,quadricep,16.0,16.0,0,0,0,0,0,0,1,0,DEF,sean davis,,,2
David DeCastro,Pittsburgh Steelers,pit,2018,16,2,2,hand,2.0,3.0,0,0,0,0,0,1,0,0,OL,david decastro,,OL,4
Bud Dupree,Pittsburgh Steelers,pit,2018,16,1,0,pectoral,12.0,12.0,0,0,1,0,0,0,0,0,DEF,bud dupree,,,1
Matt Feiler,Pittsburgh Steelers,pit,2018,16,1,1,pectoral,11.0,11.0,0,0,1,0,0,0,0,0,OL,matt feiler,,OL,2
L.J. Fort,Pittsburgh Steelers,pit,2018,16,1,1,ankle,6.0,6.0,0,0,0,0,0,0,0,1,DEF,lj fort,,,2
Marcus Gilbert,Pittsburgh Steelers,pit,2018,16,11,11,hamstring knee,3.0,16.0,0,0,0,0,0,0,2,0,OL,marcus gilbert,,OL,22
Joe Haden,Pittsburgh Steelers,pit,2018,16,1,1,hamstring,2.0,2.0,0,0,0,0,0,0,1,0,DEF,joe haden,,,2
Jerald Hawkins,Pittsburgh Steelers,pit,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Cameron Heyward,Pittsburgh Steelers,pit,2018,16,1,0,knee,2.0,2.0,0,0,0,0,0,0,1,0,DEF,cameron heyward,,,1
Darrius Heyward-Bey,Pittsburgh Steelers,pit,2018,16,2,2,ankle,5.0,6.0,0,0,0,0,0,0,0,1,WR,darrius heyward bey,,WR,4
Mike Hilton,Pittsburgh Steelers,pit,2018,16,1,1,elbow,4.0,4.0,0,0,0,0,1,0,0,0,DEF,mike hilton,,,2
Justin Hunter,Pittsburgh Steelers,pit,2018,16,4,4,shoulder,13.0,16.0,0,1,0,0,0,0,0,0,WR,justin hunter,,WR,8
Trey Johnson,Pittsburgh Steelers,pit,2018,16,16,16,shoulder,1.0,16.0,0,1,0,0,0,0,0,0,,,,,32
Keith Kelsey,Pittsburgh Steelers,pit,2018,16,15,15,pectoral,2.0,16.0,0,0,1,0,0,0,0,0,,,,,30
Ryan Malleck,Pittsburgh Steelers,pit,2018,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Daniel McCullers,Pittsburgh Steelers,pit,2018,16,1,1,ankle,9.0,9.0,0,0,0,0,0,0,0,1,DEF,daniel mccullers,,,2
Vance McDonald,Pittsburgh Steelers,pit,2018,16,2,1,foot,1.0,2.0,0,0,0,0,0,0,0,1,TE,vance mcdonald,,TE,3
Jake McGee,Pittsburgh Steelers,pit,2018,16,16,16,achilles,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Ben Roethlisberger,Pittsburgh Steelers,pit,2018,16,1,0,rightelbow,2.0,2.0,0,0,0,0,1,0,0,0,QB,ben roethlisberger,,QB,1
Eli Rogers,Pittsburgh Steelers,pit,2018,16,13,13,knee,1.0,13.0,0,0,0,0,0,0,1,0,WR,eli rogers,,WR,26
Coty Sensabaugh,Pittsburgh Steelers,pit,2018,16,1,0,toe,8.0,8.0,0,0,0,0,0,0,0,1,DEF,coty sensabaugh,,,1
Ryan Shazier,Pittsburgh Steelers,pit,2018,16,16,16,back,1.0,16.0,0,0,1,0,0,0,0,0,,,,,32
JuJu Smith-Schuster,Pittsburgh Steelers,pit,2018,16,1,0,groin,15.0,15.0,0,0,0,0,0,0,1,0,WR,juju smith schuster,,WR,1
Cameron Sutton,Pittsburgh Steelers,pit,2018,16,1,1,notinjuryrelated,12.0,12.0,0,0,0,0,0,0,0,0,DEF,cameron sutton,,,2
Ryan Switzer,Pittsburgh Steelers,pit,2018,16,1,0,ankle,14.0,14.0,0,0,0,0,0,0,0,1,WR,ryan switzer,,WR,1
Stephon Tuitt,Pittsburgh Steelers,pit,2018,16,2,2,elbow,10.0,11.0,0,0,0,0,1,0,0,0,DEF,stephon tuitt,,,4
Vince Williams,Pittsburgh Steelers,pit,2018,16,2,2,hamstring toe,5.0,16.0,0,0,0,0,0,0,1,1,DEF,vince williams,,,4
C.J. Beathard,San Francisco 49ers,sfo,2018,16,1,1,rightwrist,9.0,9.0,0,0,0,0,0,1,0,0,QB,cj beathard,,QB,2
Matt Breida,San Francisco 49ers,sfo,2018,16,8,2,knee shoulder ankle,4.0,16.0,0,1,0,0,0,0,1,1,RB,matt breida,,RB,10
Aaron Burbridge,San Francisco 49ers,sfo,2018,16,15,15,hamstring,2.0,16.0,0,0,0,0,0,0,1,0,,,,,30
Garrett Celek,San Francisco 49ers,sfo,2018,16,1,1,concussion,16.0,16.0,1,0,0,0,0,0,0,0,TE,garrett celek,,TE,2
Adrian Colbert,San Francisco 49ers,sfo,2018,16,11,9,hamstring hip ankle,2.0,16.0,0,0,0,1,0,0,1,1,DEF,adrian colbert,,,20
Jonathan Cooper,San Francisco 49ers,sfo,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Brock Coyle,San Francisco 49ers,sfo,2018,16,15,15,concussion,2.0,16.0,1,0,0,0,0,0,0,0,DEF,brock coyle,,,30
Antone Exum,San Francisco 49ers,sfo,2018,16,2,1,quadricep concussion,4.0,9.0,1,0,0,0,0,0,1,0,DEF,antone exum,,,3
JP Flynn,San Francisco 49ers,sfo,2018,16,15,15,knee,2.0,16.0,0,0,0,0,0,0,1,0,,,,,30
Reuben Foster,San Francisco 49ers,sfo,2018,16,3,3,hamstring,9.0,11.0,0,0,0,0,0,0,1,0,DEF,reuben foster,,,6
Pierre Garcon,San Francisco 49ers,sfo,2018,16,11,8,shoulder knee,6.0,16.0,0,1,0,0,0,0,1,0,WR,pierre garcon,,WR,19
Joshua Garnett,San Francisco 49ers,sfo,2018,16,5,5,toe thumb,2.0,12.0,0,0,0,0,0,1,0,1,OL,joshua garnett,,OL,10
Jimmy Garoppolo,San Francisco 49ers,sfo,2018,16,13,13,knee,4.0,16.0,0,0,0,0,0,0,1,0,QB,jimmy garoppolo,,QB,26
Marquise Goodwin,San Francisco 49ers,sfo,2018,16,6,4,quadricep hamstring notinjuryrelated calf,2.0,16.0,0,0,0,0,0,0,3,0,WR,marquise goodwin,,WR,10
Marcell Harris,San Francisco 49ers,sfo,2018,16,8,8,achilles,1.0,8.0,0,0,0,0,0,0,0,1,DEF,marcell harris,,,16
George Kittle,San Francisco 49ers,sfo,2018,16,1,0,knee,6.0,6.0,0,0,0,0,0,0,1,0,TE,george kittle,,TE,1
Erik Magnuson,San Francisco 49ers,sfo,2018,16,2,2,hamstring,1.0,2.0,0,0,0,0,0,0,1,0,OL,erik magnuson,,OL,4
Cassius Marsh,San Francisco 49ers,sfo,2018,16,1,0,concussion,14.0,14.0,1,0,0,0,0,0,0,0,DEF,cassius marsh,,,1
Mike McGlinchey,San Francisco 49ers,sfo,2018,16,1,0,knee,5.0,5.0,0,0,0,0,0,0,1,0,OL,mike mcglinchey,,OL,1
Jerick McKinnon,San Francisco 49ers,sfo,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Tarvarius Moore,San Francisco 49ers,sfo,2018,16,1,0,shoulder,16.0,16.0,0,1,0,0,0,0,0,0,DEF,tarvarius moore,,,1
Alfred Morris,San Francisco 49ers,sfo,2018,16,1,0,knee,4.0,4.0,0,0,0,0,0,0,1,0,RB,alfred morris,,RB,1
Emmanuel Moseley,San Francisco 49ers,sfo,2018,16,7,7,arm,10.0,16.0,0,0,0,0,1,0,0,0,DEF,emmanuel moseley,,,14
Raheem Mostert,San Francisco 49ers,sfo,2018,16,8,7,ankle forearm,9.0,16.0,1,0,0,0,1,0,0,1,RB,raheem mostert,,RB,15
Mark Nzeocha,San Francisco 49ers,sfo,2018,16,1,0,groin,14.0,14.0,0,0,0,0,0,0,1,0,OL,mark nzeocha,,OL,1
Michael Person,San Francisco 49ers,sfo,2018,16,2,0,foot knee,2.0,6.0,0,0,0,0,0,0,1,1,OL,michael person,,OL,2
Dante Pettis,San Francisco 49ers,sfo,2018,16,5,4,knee foot,5.0,16.0,0,0,0,0,0,0,1,1,WR,dante pettis,,WR,9
D.J. Reed,San Francisco 49ers,sfo,2018,16,1,1,heel,12.0,12.0,0,0,0,0,0,0,0,1,DEF,dj reed,,,2
Weston Richburg,San Francisco 49ers,sfo,2018,16,4,1,knee,5.0,9.0,0,0,0,0,0,0,1,0,OL,weston richburg,,OL,5
Richard Sherman,San Francisco 49ers,sfo,2018,16,5,2,calf,4.0,9.0,0,0,0,0,0,0,1,0,DEF,richard sherman,,,7
Malcolm Smith,San Francisco 49ers,sfo,2018,16,4,4,hamstring  leg,1.0,15.0,0,0,0,0,0,0,2,0,DEF,malcolm smith,,,8
Joe Staley,San Francisco 49ers,sfo,2018,16,2,0,knee,5.0,6.0,0,0,0,0,0,0,1,0,OL,joe staley,,OL,2
Kentavius Street,San Francisco 49ers,sfo,2018,16,16,16,knee,1.0,16.0,0,0,0,0,0,0,1,0,,,,,32
Jaquiski Tartt,San Francisco 49ers,sfo,2018,16,8,8,shoulder,3.0,16.0,0,1,0,0,0,0,0,0,DEF,jaquiski tartt,,,16
Trent Taylor,San Francisco 49ers,sfo,2018,16,3,2,back,6.0,9.0,0,0,1,0,0,0,0,0,WR,trent taylor,,WR,5
Jimmie Ward,San Francisco 49ers,sfo,2018,16,7,7,hamstring forearm,5.0,16.0,1,0,0,0,1,0,1,0,DEF,jimmie ward,,,14
Dekoda Watson,San Francisco 49ers,sfo,2018,16,12,12,hamstring calf,1.0,16.0,0,0,0,0,0,0,2,0,DEF,dekoda watson,,,24
K'Waun Williams,San Francisco 49ers,sfo,2018,16,4,2,illness shoulder knee,6.0,14.0,0,1,0,0,0,0,1,0,DEF,kwaun williams,,,6
Ahkello Witherspoon,San Francisco 49ers,sfo,2018,16,2,2,knee,15.0,16.0,0,0,0,0,0,0,1,0,DEF,ahkello witherspoon,,,4
Maurice Alexander,Seattle Seahawks,sea,2018,16,2,1,elbow concussion,10.0,14.0,1,0,0,0,1,0,0,0,DEF,maurice alexander,,,3
Ricky Ali'ifua,Seattle Seahawks,sea,2018,16,15,15,concussion,2.0,16.0,1,0,0,0,0,0,0,0,,,,,30
Doug Baldwin,Seattle Seahawks,sea,2018,16,6,3,knee groin hip,2.0,14.0,0,0,0,1,0,0,2,0,WR,doug baldwin,,WR,9
Emmanuel Beal,Seattle Seahawks,sea,2018,16,15,15,undisclosed,2.0,16.0,0,0,0,0,0,0,0,0,,,,,30
Justin Britt,Seattle Seahawks,sea,2018,16,1,0,shoulder,3.0,3.0,0,1,0,0,0,0,0,0,OL,justin britt,,OL,1
Chris Carson,Seattle Seahawks,sea,2018,16,3,2,hip,4.0,9.0,0,0,0,1,0,0,0,0,RB,chris carson,,RB,5
Kam Chancellor,Seattle Seahawks,sea,2018,16,16,16,neck,1.0,16.0,1,0,0,0,0,0,0,0,,,,,32
Frank Clark,Seattle Seahawks,sea,2018,16,1,0,illness,5.0,5.0,0,0,0,0,0,0,0,0,DEF,frank clark,,,1
Amara Darboh,Seattle Seahawks,sea,2018,16,15,15,knee,2.0,16.0,0,0,0,0,0,0,1,0,,,,,30
Austin Davis,Seattle Seahawks,sea,2018,16,16,16,undisclosed,1.0,16.0,0,0,0,0,0,0,0,0,,,,,32
Ed Dickson,Seattle Seahawks,sea,2018,16,6,6,groin,1.0,6.0,0,0,0,0,0,0,1,0,TE,ed dickson,,TE,12
Will Dissly,Seattle Seahawks,sea,2018,16,12,12,knee,5.0,16.0,0,0,0,0,0,0,1,0,TE,will dissly,,TE,24
Tre Flowers,Seattle Seahawks,sea,2018,16,1,1,hamstring,2.0,2.0,0,0,0,0,0,0,1,0,DEF,tre flowers,,,2
D.J. Fluker,Seattle Seahawks,sea,2018,16,7,6,hamstring  calf,1.0,16.0,0,0,0,0,0,0,2,0,OL,dj fluker,,OL,13
Jermaine Grace,Seattle Seahawks,sea,2018,16,14,14,undisclosed,3.0,16.0,0,0,0,0,0,0,0,0,DEF,jermaine grace,,,28
Rasheem Green,Seattle Seahawks,sea,2018,16,4,4,ankle,4.0,7.0,0,0,0,0,0,0,0,1,DEF,rasheem green,,,8
T.J. Green,Seattle Seahawks,sea,2018,16,9,9,personal,8.0,16.0,0,0,0,0,0,0,0,0,,,,,18
Shaquill Griffin,Seattle Seahawks,sea,2018,16,2,0,thigh hip,2.0,15.0,0,0,0,1,0,0,1,0,DEF,shaquill griffin,,,2
Khalid Hill,Seattle Seahawks,sea,2018,16,15,15,shoulder,2.0,16.0,0,1,0,0,0,0,0,0,,,,,30
Lano Hill,Seattle Seahawks,sea,2018,16,3,2,hamstring quadricep,2.0,10.0,0,0,0,0,0,0,2,0,DEF,lano hill,,,5
Germain Ifedi,Seattle Seahawks,sea,2018,16,1,1,groin,15.0,15.0,0,0,0,0,0,0,1,0,OL,germain ifedi,,OL,2
Dontae Johnson,Seattle Seahawks,sea,2018,16,16,16,hip foot,1.0,16.0,0,0,0,1,0,0,0,1,,,,,32
Jamarco Jones,Seattle Seahawks,sea,2018,16,16,16,ankle,1.0,16.0,0,0,0,0,0,0,0,1,,,,,32
Nazair Jones,Seattle Seahawks,sea,2018,16,1,1,illness,9.0,9.0,0,0,0,0,0,0,0,0,DEF,nazair jones,,,2
Dion Jordan,Seattle Seahawks,sea,2018,16,4,4,hip knee,4.0,16.0,0,0,0,1,0,0,1,0,DEF,dion jordan,,,8
Mychal Kendricks,Seattle Seahawks,sea,2018,16,4,3,ankle knee,3.0,16.0,0,0,0,0,0,0,1,1,DEF,mychal kendricks,,,7
Shalom Luani,Seattle Seahawks,sea,2018,16,1,1,quadricep,12.0,12.0,0,0,0,0,0,0,1,0,DEF,shalom luani,,,2
Tre Madden,Seattle Seahawks,sea,2018,16,2,2,chest,12.0,13.0,0,0,1,0,0,0,0,0,RB,tre madden,,RB,4
Byron Maxwell,Seattle Seahawks,sea,2018,16,16,16,hip,1.0,16.0,0,0,0,1,0,0,0,0,,,,,32
Bradley McDougald,Seattle Seahawks,sea,2018,16,5,0,knee,8.0,16.0,0,0,0,0,0,0,1,0,DEF,bradley mcdougald,,,5
Malik McDowell,Seattle Seahawks,sea,2018,16,16,16,head,1.0,16.0,1,0,0,0,0,0,0,0,,,,,32
J.D. McKissic,Seattle Seahawks,sea,2018,16,11,11,foot,1.0,11.0,0,0,0,0,0,0,0,1,WR,jd mckissic,,WR,22
T.J. Mutcherson,Seattle Seahawks,sea,2018,16,15,15,knee,2.0,16.0,0,0,0,0,0,0,1,0,,,,,30
Tyler Ott,Seattle Seahawks,sea,2018,16,1,0,illness,15.0,15.0,0,0,0,0,0,0,0,0,OL,tyler ott,,OL,1
Rashaad Penny,Seattle Seahawks,sea,2018,16,4,2,ankle knee,13.0,16.0,0,0,0,0,0,0,1,1,RB,rashaad penny,,RB,6
Ethan Pocic,Seattle Seahawks,sea,2018,16,3,3,ankle,3.0,5.0,0,0,0,0,0,0,0,1,OL,ethan pocic,,OL,6
C.J. Prosise,Seattle Seahawks,sea,2018,16,6,5,abdomen abdominal,4.0,16.0,0,0,2,0,0,0,0,0,RB,cj prosise,,RB,11
Jarran Reed,Seattle Seahawks,sea,2018,16,2,0,oblique groin,14.0,15.0,0,0,1,0,0,0,1,0,DEF,jarran reed,,,2
Jordan Simmons,Seattle Seahawks,sea,2018,16,5,4,calf knee,7.0,16.0,0,0,0,0,0,0,2,0,OL,jordan simmons,,OL,9
Shamar Stephen,Seattle Seahawks,sea,2018,16,2,1,foot,9.0,12.0,0,0,0,0,0,0,0,1,DEF,shamar stephen,,,3
