player_id,season,player_name,team,position,position_group,race,race_source,confidence,notes
00-0023891,2006,Oliver Hoyte,DAL,FB,RB,Other/Unknown,Not classified,Low,
00-0022143,2006,Ovie Mughelli,BLT,FB,RB,Other/Unknown,Not classified,Low,
00-0024346,2006,P.J. Daniels,BLT,RB,RB,Other/Unknown,Not classified,Low,
00-0023881,2006,P.J. Pope,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0024172,2006,Patrick Cobbs,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0024172,2006,Patrick Cobbs,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0019533,2006,Patrick Pass,NE,FB,RB,Other/Unknown,Not classified,Low,
00-0019673,2006,Paul Smith,SL,FB,RB,Other/Unknown,Not classified,Low,
00-0022801,2006,Quincy Wilson,CIN,RB,RB,Other/Unknown,Not classified,Low,
00-0024460,2006,Quinton Ganther,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0022431,2006,Ran Carthon,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0024217,2006,Reggie Bush,NO,RB,RB,Other/Unknown,Not classified,Low,
00-0021509,2006,Reno Mahe,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0021673,2006,Reshard Lee,OAK,RB,RB,Other/Unknown,Not classified,Low,
00-0019610,2006,Reuben Droughns,CLV,RB,RB,Other/Unknown,Not classified,Low,
00-0022228,2006,Rich Alexis,JAX,RB,RB,Other/Unknown,Not classified,Low,
00-0022228,2006,Rich Alexis,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0023131,2006,Robert Douglas,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0021357,2006,Rock Cartwright,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0019643,2006,Ron Dayne,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0023437,2006,Ronnie Brown,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0022564,2006,Ronnie Cruz,KC,FB,RB,Other/Unknown,Not classified,Low,
00-0020407,2006,Rudi Johnson,CIN,RB,RB,Other/Unknown,Not classified,Low,
00-0023512,2006,Ryan Moats,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0018578,2006,Ryan Neufeld,BUF,FB,RB,Other/Unknown,Not classified,Low,
00-0023074,2006,Sam Gado,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0023074,2006,Sam Gado,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0019484,2006,Sammy Morris,MIA,FB,RB,Other/Unknown,Not classified,Low,
00-0022538,2006,Shaud Williams,BUF,RB,RB,Other/Unknown,Not classified,Low,
00-0019647,2006,Shaun Alexander,SEA,RB,RB,Other/Unknown,Not classified,Low,
00-0002159,2006,Shawn Bryson,DET,FB,RB,Other/Unknown,Not classified,Low,
00-0024137,2006,Stacy Tutt,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0004052,2006,Stephen Davis,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0022736,2006,Steven Jackson,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0023852,2006,Steven Jackson,CAR,FB,RB,Other/Unknown,Not classified,Low,
00-0021376,2006,T.J. Duckett,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0022893,2006,Tatum Bell,DEN,RB,RB,Other/Unknown,Not classified,Low,
00-0019587,2006,Terrelle Smith,CLV,FB,RB,Other/Unknown,Not classified,Low,
00-0019641,2006,Thomas Jones,CHI,RB,RB,Other/Unknown,Not classified,Low,
00-0022797,2006,Thomas Tapeh,PHI,FB,RB,Other/Unknown,Not classified,Low,
00-0000745,2006,Tiki Barber,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0020964,2006,Tony Fisher,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0013694,2006,Tony Richardson,MIN,FB,RB,Other/Unknown,Not classified,Low,
00-0020471,2006,Travis Henry,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0020448,2006,Travis Minor,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0023192,2006,Tyson Thompson,DAL,RB,RB,Other/Unknown,Not classified,Low,
00-0023508,2006,Vernand Morency,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0023508,2006,Vernand Morency,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0021279,2006,Verron Haynes,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0022397,2006,Vonta Leach,NO,FB,RB,Other/Unknown,Not classified,Low,
00-0022397,2006,Vonta Leach,GB,FB,RB,Other/Unknown,Not classified,Low,
00-0022397,2006,Vonta Leach,HST,FB,RB,Other/Unknown,Not classified,Low,
00-0024384,2006,Wali Lundy,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0004640,2006,Warrick Dunn,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0023777,2006,Wendell Mathis,MIN,RB,RB,Other/Unknown,Not classified,Low,
00-0007254,2006,William Henderson,GB,FB,RB,Other/Unknown,Not classified,Low,
00-0022250,2006,Willie Parker,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0022178,2006,Willis McGahee,BUF,RB,RB,Other/Unknown,Not classified,Low,
00-0003663,2006,Zack Crockett,OAK,FB,RB,Other/Unknown,Not classified,Low,
00-0021780,2006,Aaron Moorehead,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0024398,2006,Adam Jennings,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0023574,2006,Airese Currie,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0020361,2006,Alex Bannister,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0017611,2006,Alvis Whitted,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0016550,2006,Amani Toomer,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0021175,2006,Andre Davis,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0022044,2006,Andre Johnson,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0022084,2006,Anquan Boldin,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0021191,2006,Antonio Bryant,SF,WR,WR,Other/Unknown,Not classified,Low,
00-0019997,2006,Antonio Chatman,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0021190,2006,Antwaan Randle El,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0022064,2006,Arnaz Battle,SF,WR,WR,Other/Unknown,Not classified,Low,
00-0021152,2006,Ashley Lelie,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0006627,2006,Az-Zahir Hakim,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0006627,2006,Az-Zahir Hakim,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0024463,2006,Ben Obomanu,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0022807,2006,Bernard Berrian,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0021993,2006,Bethel Johnson,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0022135,2006,Billy McMullen,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0004915,2006,Bobby Engram,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0022144,2006,Bobby Wade,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0024318,2006,Brad Smith,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0023701,2006,Brandon Childress,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0023531,2006,Brandon Jones,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0022097,2006,Brandon Lloyd,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0024334,2006,Brandon Marshall,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0015754,2006,Brandon Stokley,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0024299,2006,Brandon Williams,SF,WR,WR,Other/Unknown,Not classified,Low,
00-0023438,2006,Braylon Edwards,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0023790,2006,Brian Clark,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0019302,2006,Bryan Gilmore,SF,WR,WR,Other/Unknown,Not classified,Low,
00-0022156,2006,Bryant Johnson,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0023222,2006,Carlyle Holiday,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0023222,2006,Carlyle Holiday,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0020452,2006,Cedrick Wilson,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0024251,2006,Chad Jackson,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0020397,2006,Chad Ochocinco,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0023618,2006,Chad Owens,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0024105,2006,Charles Sharon,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0021006,2006,Charlie Adams,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0021006,2006,Charlie Adams,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0020446,2006,Chris Chambers,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0023889,2006,Chris Francies,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0024140,2006,Chris Hannon,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0023518,2006,Chris Henry,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0022826,2006,Clarence Moore,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0021212,2006,Cliff Russell,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0001627,2006,Corey Bradford,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0021460,2006,Cortez Hankton,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0023503,2006,Courtney Roby,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0022701,2006,D.J. Hackett,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0019242,2006,Dane Looker,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0019539,2006,Dante' Hall,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0022751,2006,Darius Watts,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0019663,2006,Darrell Jackson,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0024465,2006,David Anderson,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0021353,2006,David Givens,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0021973,2006,David Kircus,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0012642,2006,David Patten,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0021927,2006,David Tyree,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0021192,2006,Deion Branch,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0024326,2006,Demetrius Williams,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0019650,2006,Dennis Northcutt,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0024297,2006,Derek Hagan,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0020735,2006,Derrick Lewis,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0010500,2006,Derrick Mason,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0024044,2006,Devale Ellis,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0022739,2006,Devard Darling,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0022929,2006,Devery Henderson,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0004541,2006,Donald Driver,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0021147,2006,Donte' Stallworth,PHI,WR,WR,Other/Unknown,Not classified,Low,
00-0022102,2006,Doug Gabriel,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0022102,2006,Doug Gabriel,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0019976,2006,Drew Bennett,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0022879,2006,Drew Carter,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0020692,2006,Eddie Drummond,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0009163,2006,Eddie Kennison,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0020794,2006,Edell Shepherd,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0011770,2006,Eric Moulds,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0020904,2006,Eric Parker,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0022901,2006,Ernest Wilford,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0022341,2006,George Wilson,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0024174,2006,Glenn Holt,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0023408,2006,Greg Camarillo,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0024267,2006,Greg Jennings,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0021508,2006,Greg Lewis,PHI,WR,WR,Other/Unknown,Not classified,Low,
00-0024013,2006,Hank Baskett,PHI,WR,WR,Other/Unknown,Not classified,Low,
00-0017162,2006,Hines Ward,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0007468,2006,Ike Hilliard,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0002099,2006,Isaac Bruce,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0021163,2006,Jabar Gaffney,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0023188,2006,Jamaica Rector,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0022307,2006,Jamal Jones,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0016440,2006,James Thrash,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0021310,2006,Jamin Elliott,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0024324,2006,Jason Avant,PHI,WR,WR,Other/Unknown,Not classified,Low,
00-0023782,2006,Jason Carter,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0021153,2006,Javon Walker,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0024404,2006,Jeff Webb,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0023549,2006,Jerome Mathis,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0022811,2006,Jerricho Cotchery,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0019703,2006,Jerry Porter,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0007744,2006,Joe Horn,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0008962,2006,Joe Jurevicius,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0005720,2006,Joey Galloway,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0022277,2006,John Standeford,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0022873,2006,Johnnie Morant,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0024386,2006,Jonathan Orr,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0022664,2006,Jonathan Smith,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0021166,2006,Josh Reed,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0023176,2006,Joshua Cribbs,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0021982,2006,Justin Gage,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0020381,2006,Justin McCareins,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0006777,2006,Karl Hankton,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0021570,2006,Kassim Osgood,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0022726,2006,Keary Colbert,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0010668,2006,Keenan McCardell,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0022171,2006,Kelley Washington,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0022308,2006,Kelvin Kight,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0022481,2006,Kendrick Mosley,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0022001,2006,Kevin Curtis,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0020256,2006,Kevin Kasper,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0021931,2006,Kevin Walter,HST,WR,WR,Other/Unknown,Not classified,Low,
00-0022952,2006,Kevin Youngblood,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0008561,2006,Keyshawn Johnson,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0020490,2006,Koren Robinson,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0023310,2006,Lance Moore,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0022921,2006,Larry Fitzgerald,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0018958,2006,Laveranues Coles,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0022910,2006,Lee Evans,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0021309,2006,Lee Mays,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0022414,2006,Malcom Floyd,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0013888,2006,Marcus Robinson,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0024179,2006,Marcus Vick,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0023474,2006,Mark Bradley,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0023457,2006,Mark Clayton,BLT,WR,WR,Other/Unknown,Not classified,Low,
00-0022882,2006,Mark Jones,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0024466,2006,Marques Colston,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0023981,2006,Martin Nance,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0001477,2006,Marty Booker,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0007024,2006,Marvin Harrison,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0023456,2006,Matt Jones,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0022819,2006,Maurice Mann,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0024305,2006,Maurice Stovall,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0022725,2006,Michael Clayton,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0022781,2006,Michael Jenkins,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0021129,2006,Michael Jennings,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0019600,2006,Michael Lewis,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0024092,2006,Mike Espy,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0019281,2006,Mike Furrey,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0023452,2006,Mike Williams,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0023921,2006,Miles Austin,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0011795,2006,Muhsin Muhammad,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0021999,2006,Nate Burleson,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0023367,2006,Nate Washington,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0023657,2006,Paris Warren,TB,WR,WR,Other/Unknown,Not classified,Low,
00-0022766,2006,Patrick Crayton,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0013232,2006,Peerless Price,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0019642,2006,Plaxico Burress,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0020427,2006,Quincy Morgan,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0011754,2006,Randy Moss,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0023429,2006,Rashied Davis,CHI,WR,WR,Other/Unknown,Not classified,Low,
00-0021176,2006,Reche Caldwell,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0023470,2006,Reggie Brown,PHI,WR,WR,Other/Unknown,Not classified,Low,
00-0024407,2006,Reggie McNeal,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0020498,2006,Reggie Wayne,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0022889,2006,Reggie Williams,JAX,WR,WR,Other/Unknown,Not classified,Low,
00-0013268,2006,Ricky Proehl,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0020428,2006,Robert Ferguson,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0020525,2006,Rod Gardner,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0015290,2006,Rod Smith,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0023462,2006,Roddy White,ATL,WR,WR,Other/Unknown,Not classified,Low,
00-0021337,2006,Ronald Curry,OAK,WR,WR,Black,https://en.wikipedia.org/wiki/Ronald_Curry,Medium,Wikipedia metadata matched Black/African-American language.
00-0023490,2006,Roscoe Parrish,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0022909,2006,Roy Williams,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0023570,2006,Roydell Williams,TEN,WR,WR,Other/Unknown,Not classified,Low,
00-0022421,2006,Ruvell Martin,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0021915,2006,Sam Aiken,BUF,WR,WR,Other/Unknown,Not classified,Low,
00-0023953,2006,Sam Hurd,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0022754,2006,Samie Parker,KC,WR,WR,Other/Unknown,Not classified,Low,
00-0020494,2006,Santana Moss,WAS,WR,WR,Other/Unknown,Not classified,Low,
00-0024240,2006,Santonio Holmes,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0011641,2006,Sean Morey,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0023822,2006,Shaun Bodiford,DET,WR,WR,Other/Unknown,Not classified,Low,
00-0023822,2006,Shaun Bodiford,GB,WR,WR,Other/Unknown,Not classified,Low,
00-0021981,2006,Shaun McDonald,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0024259,2006,Sinorice Moss,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0024340,2006,Skyler Green,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0024340,2006,Skyler Green,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0020337,2006,Steve Smith,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0020438,2006,T.J. Houshmandzadeh,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0023623,2006,Tab Perry,CIN,WR,WR,Other/Unknown,Not classified,Low,
00-0023867,2006,Taye Biddle,CAR,WR,WR,Other/Unknown,Not classified,Low,
00-0022124,2006,Taylor Jacobs,SF,WR,WR,Other/Unknown,Not classified,Low,
00-0022388,2006,Terrance Copper,NO,WR,WR,Other/Unknown,Not classified,Low,
00-0012478,2006,Terrell Owens,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0017697,2006,Terrence Wilkins,IND,WR,WR,Other/Unknown,Not classified,Low,
00-0006043,2006,Terry Glenn,DAL,WR,WR,Other/Unknown,Not classified,Low,
00-0021174,2006,Tim Carter,NYG,WR,WR,Other/Unknown,Not classified,Low,
00-0004673,2006,Tim Dwight,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0021852,2006,Todd Devoe,DEN,WR,WR,Other/Unknown,Not classified,Low,
00-0024432,2006,Todd Watkins,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0007681,2006,Torry Holt,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0019721,2006,Travis Taylor,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0024293,2006,Travis Wilson,CLV,WR,WR,Other/Unknown,Not classified,Low,
00-0002068,2006,Troy Brown,NE,WR,WR,Other/Unknown,Not classified,Low,
00-0019552,2006,Troy Walters,ARZ,WR,WR,Other/Unknown,Not classified,Low,
00-0023442,2006,Troy Williamson,MIN,WR,WR,Other/Unknown,Not classified,Low,
00-0023496,2006,Vincent Jackson,SD,WR,WR,Other/Unknown,Not classified,Low,
00-0024171,2006,Wallace Wright,NYJ,WR,WR,Other/Unknown,Not classified,Low,
00-0021886,2006,Walter Young,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0022427,2006,Wes Welker,MIA,WR,WR,Other/Unknown,Not classified,Low,
00-0023947,2006,Will Buchanon,OAK,WR,WR,Other/Unknown,Not classified,Low,
00-0021923,2006,Willie Ponder,SL,WR,WR,Other/Unknown,Not classified,Low,
00-0021923,2006,Willie Ponder,SEA,WR,WR,Other/Unknown,Not classified,Low,
00-0024310,2006,Willie Reid,PIT,WR,WR,Other/Unknown,Not classified,Low,
00-0023213,2007,Aaron Francisco,ARZ,FS,DB,Other/Unknown,Not classified,Low,
00-0006034,2007,Aaron Glenn,JAX,CB,DB,Other/Unknown,Not classified,Low,
00-0025407,2007,Aaron Ross,NYG,CB,DB,Other/Unknown,Not classified,Low,
00-0025476,2007,Aaron Rouse,GB,FS,DB,Other/Unknown,Not classified,Low,
00-0023405,2007,Abram Elam,NYJ,SS,DB,Other/Unknown,Not classified,Low,
00-0020521,2007,Adam Archuleta,CHI,SS,DB,Other/Unknown,Not classified,Low,
00-0021583,2007,Ade Jimoh,CHI,CB,DB,Other/Unknown,Not classified,Low,
00-0020505,2007,Adrian Wilson,ARZ,SS,DB,Other/Unknown,Not classified,Low,
00-0006915,2007,Al Harris,GB,CB,DB,Other/Unknown,Not classified,Low,
00-0025624,2007,Alan Ball,DAL,DB,DB,Other/Unknown,Not classified,Low,
00-0014071,2007,Allen Rossum,PIT,CB,DB,Other/Unknown,Not classified,Low,
00-0020503,2007,Andre Dyson,NYJ,CB,DB,Other/Unknown,Not classified,Low,
00-0021194,2007,Andre' Goodman,MIA,CB,DB,Other/Unknown,Not classified,Low,
00-0020329,2007,Anthony Henry,DAL,CB,DB,Other/Unknown,Not classified,Low,
00-0024095,2007,Anthony Madison,PIT,CB,DB,Other/Unknown,Not classified,Low,
00-0024095,2007,Anthony Madison,TB,CB,DB,Other/Unknown,Not classified,Low,
00-0024298,2007,Anthony Smith,PIT,FS,DB,Other/Unknown,Not classified,Low,
00-0024421,2007,Antoine Bethea,IND,FS,DB,Other/Unknown,Not classified,Low,
00-0023136,2007,Antoine Harris,ATL,SS,DB,Other/Unknown,Not classified,Low,
00-0018093,2007,Antoine Winfield,MIN,CB,DB,Other/Unknown,Not classified,Low,
00-0024234,2007,Antonio Cromartie,SD,CB,DB,Other/Unknown,Not classified,Low,
00-0023443,2007,Antrel Rolle,ARZ,CB,DB,Other/Unknown,Not classified,Low,
00-0023376,2007,Antwain Spann,NE,CB,DB,Other/Unknown,Not classified,Low,
00-0021956,2007,Asante Samuel,NE,CB,DB,Other/Unknown,Not classified,Low,
00-0024285,2007,Ashton Youboty,BUF,CB,DB,Other/Unknown,Not classified,Low,
00-0023404,2007,Atari Bigby,GB,SS,DB,Other/Unknown,Not classified,Low,
00-0023722,2007,B.J. Ward,OAK,SS,DB,Other/Unknown,Not classified,Low,
00-0022352,2007,Benny Sapp,KC,CB,DB,Other/Unknown,Not classified,Low,
00-0024269,2007,Bernard Pollard,KC,SS,DB,Other/Unknown,Not classified,Low,
00-0020367,2007,Bhawoh Jue,ARZ,FS,DB,Other/Unknown,Not classified,Low,
00-0020367,2007,Bhawoh Jue,SL,FS,DB,Other/Unknown,Not classified,Low,
00-0022031,2007,Blue Adams,CIN,SS,DB,Other/Unknown,Not classified,Low,
00-0022944,2007,Bob Sanders,IND,SS,DB,Other/Unknown,Not classified,Low,
00-0025527,2007,Brandon McDonald,CLV,CB,DB,Other/Unknown,Not classified,Low,
00-0023354,2007,Brandon McGowan,CHI,SS,DB,Other/Unknown,Not classified,Low,
00-0025411,2007,Brandon Meriweather,NE,SS,DB,Other/Unknown,Not classified,Low,
00-0025518,2007,Brannon Condren,IND,FS,DB,Other/Unknown,Not classified,Low,
00-0024183,2007,Brent Grimes,ATL,DB,DB,Other/Unknown,Not classified,Low,
00-0004073,2007,Brian Dawkins,PHI,FS,DB,Other/Unknown,Not classified,Low,
00-0009106,2007,Brian Kelly,TB,CB,DB,Other/Unknown,Not classified,Low,
