player_id,season,player_name,team,position,position_group,race,race_source,confidence,notes
00-0027950,2013,Christian Ponder,MIN,QB,QB,White,https://en.wikipedia.org/wiki/Christian_Ponder,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027974,2013,Colin Kaepernick,SF,QB,QB,Black,https://en.wikipedia.org/wiki/Colin_Kaepernick,Medium,Wikipedia metadata matched Black/African-American language.
00-0027688,2013,Colt McCoy,SF,QB,QB,White,https://en.wikipedia.org/wiki/Colt_McCoy,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027134,2013,Curtis Painter,NYG,QB,QB,White,https://en.wikipedia.org/wiki/Curtis_Painter,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0023578,2013,Dan Orlovsky,TB,QB,QB,White,https://en.wikipedia.org/wiki/Dan_Orlovsky,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0021231,2013,David Garrard,NYJ,QB,QB,Black,https://en.wikipedia.org/wiki/David_Garrard,Medium,Wikipedia metadata matched Black/African-American language.
00-0023645,2013,Derek Anderson,CAR,QB,QB,White,https://en.wikipedia.org/wiki/Derek_Anderson_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028863,2013,Dominique Davis,ATL,QB,QB,Black,https://en.wikipedia.org/wiki/Dominique_Davis,Medium,Wikipedia metadata matched Black/African-American language.
00-0020531,2013,Drew Brees,NO,QB,QB,White,https://en.wikipedia.org/wiki/Drew_Brees,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0025430,2013,Drew Stanton,ARZ,QB,QB,White,https://en.wikipedia.org/wiki/Drew_Stanton,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030526,2013,E.J. Manuel,BUF,QB,QB,Black,https://en.wikipedia.org/wiki/EJ_Manuel,Medium,Wikipedia metadata matched Black/African-American language.
00-0022803,2013,Eli Manning,NYG,QB,QB,White,https://en.wikipedia.org/wiki/Cooper_Manning,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030565,2013,Geno Smith,NYJ,QB,QB,White,https://en.wikipedia.org/wiki/Geno_Smith,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027946,2013,Jake Locker,TEN,QB,QB,White,https://en.wikipedia.org/wiki/Jake_Locker,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0023460,2013,Jason Campbell,CLV,QB,QB,Black,https://en.wikipedia.org/wiki/Jason_Campbell,Medium,Wikipedia metadata matched Black/African-American language.
00-0024226,2013,Jay Cutler,CHI,QB,QB,White,https://en.wikipedia.org/wiki/Jay_Cutler,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030024,2013,Jeff Tuel,BUF,QB,QB,White,https://en.wikipedia.org/wiki/Jeff_Tuel,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026158,2013,Joe Flacco,BLT,QB,QB,White,https://en.wikipedia.org/wiki/Joe_Flacco,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027754,2013,John Skelton,TEN,QB,QB,White,https://en.wikipedia.org/wiki/John_Skelton_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027754,2013,John Skelton,SF,QB,QB,White,https://en.wikipedia.org/wiki/John_Skelton_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0009311,2013,Jon Kitna,DAL,QB,QB,White,https://en.wikipedia.org/wiki/Jon_Kitna,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0025592,2013,Jordan Palmer,CHI,QB,QB,White,https://en.wikipedia.org/wiki/Jordan_Palmer,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026993,2013,Josh Freeman,MIN,QB,QB,Black,https://en.wikipedia.org/wiki/Josh_Freeman,Medium,Wikipedia metadata matched Black/African-American language.
00-0026993,2013,Josh Freeman,TB,QB,QB,Black,https://en.wikipedia.org/wiki/Josh_Freeman,Medium,Wikipedia metadata matched Black/African-American language.
00-0026300,2013,Josh Johnson,CIN,QB,QB,Black,https://en.wikipedia.org/wiki/Josh_Johnson_(quarterback),Medium,Wikipedia metadata matched Black/African-American language.
00-0021206,2013,Josh McCown,CHI,QB,QB,White,https://en.wikipedia.org/wiki/Josh_McCown,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0024264,2013,Kellen Clemens,SL,QB,QB,White,https://en.wikipedia.org/wiki/Kellen_Clemens,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029234,2013,Kellen Moore,DET,QB,QB,White,https://en.wikipedia.org/wiki/Kellen_Moore,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029604,2013,Kirk Cousins,WAS,QB,QB,White,https://en.wikipedia.org/wiki/Kirk_Cousins,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0023541,2013,Kyle Orton,DAL,QB,QB,White,https://en.wikipedia.org/wiki/Kyle_Orton,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030524,2013,Landry Jones,PIT,QB,QB,White,https://en.wikipedia.org/wiki/Landry_Jones,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0022864,2013,Luke McCown,NO,QB,QB,White,https://en.wikipedia.org/wiki/Luke_McCown,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026898,2013,Mark Sanchez,NYJ,QB,QB,Latino,https://en.wikipedia.org/wiki/Mark_Sanchez,Medium,Wikipedia metadata matched Latino/Hispanic language.
00-0030533,2013,Matt Barkley,PHI,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Barkley,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0023662,2013,Matt Cassel,MIN,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Cassel,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026349,2013,Matt Flynn,OAK,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Flynn_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026349,2013,Matt Flynn,GB,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Flynn_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026349,2013,Matt Flynn,BUF,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Flynn_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0007091,2013,Matt Hasselbeck,IND,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Hasselbeck,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0025708,2013,Matt Moore,MIA,QB,QB,Latino,https://en.wikipedia.org/wiki/Matt_Moore_(American_football),Medium,Wikipedia metadata matched Latino/Hispanic language.
00-0026143,2013,Matt Ryan,ATL,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Ryan_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0022787,2013,Matt Schaub,HST,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Schaub,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029151,2013,Matt Simms,NYJ,QB,QB,White,https://en.wikipedia.org/wiki/Matt_Simms_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030419,2013,Matthew McGloin,OAK,QB,QB,White,https://en.wikipedia.org/wiki/Matt_McGloin,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0026498,2013,Matthew Stafford,DET,QB,QB,White,https://en.wikipedia.org/wiki/Matthew_Stafford,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028359,2013,McLeod Bethel-Thompson,MIN,QB,QB,Latino,https://en.wikipedia.org/wiki/McLeod_Bethel-Thompson,Medium,Wikipedia metadata matched Latino/Hispanic language.
00-0028359,2013,McLeod Bethel-Thompson,SF,QB,QB,Latino,https://en.wikipedia.org/wiki/McLeod_Bethel-Thompson,Medium,Wikipedia metadata matched Latino/Hispanic language.
00-0020245,2013,Michael Vick,PHI,QB,QB,Black,https://en.wikipedia.org/wiki/Michael_Vick,Medium,Wikipedia metadata matched Black/African-American language.
00-0030520,2013,Mike Glennon,TB,QB,QB,White,https://en.wikipedia.org/wiki/Mike_Glennon,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029567,2013,Nick Foles,PHI,QB,QB,White,https://en.wikipedia.org/wiki/Nick_Foles,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028453,2013,Pat Devlin,MIA,QB,QB,White,https://en.wikipedia.org/wiki/Pat_Devlin_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027020,2013,Pat White,WAS,QB,QB,Black,https://en.wikipedia.org/wiki/Pat_White,Medium,Wikipedia metadata matched Black/African-American language.
00-0010346,2013,Peyton Manning,DEN,QB,QB,White,https://en.wikipedia.org/wiki/Cooper_Manning,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0022942,2013,Philip Rivers,SD,QB,QB,White,https://en.wikipedia.org/wiki/Philip_Rivers,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0022121,2013,Rex Grossman,WAS,QB,QB,White,https://en.wikipedia.org/wiki/Rex_Grossman,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028073,2013,Ricky Stanzi,JAX,QB,QB,White,https://en.wikipedia.org/wiki/Ricky_Stanzi,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029665,2013,Robert Griffin,WAS,QB,QB,Black,https://en.wikipedia.org/wiki/Robert_Griffin_III,Medium,Wikipedia metadata matched Black/African-American language.
00-0029263,2013,Russell Wilson,SEA,QB,QB,Black,https://en.wikipedia.org/wiki/Russell_Wilson,Medium,Wikipedia metadata matched Black/African-American language.
00-0027775,2013,Rusty Smith,TEN,QB,QB,White,https://en.wikipedia.org/wiki/Rusty_Smith_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0023682,2013,Ryan Fitzpatrick,TEN,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Fitzpatrick,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029857,2013,Ryan Griffin,NO,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Griffin_(quarterback),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029531,2013,Ryan Lindley,ARZ,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Lindley,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028012,2013,Ryan Mallett,NE,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Mallett,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030586,2013,Ryan Nassib,NYG,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Nassib,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0029701,2013,Ryan Tannehill,MIA,QB,QB,White,https://en.wikipedia.org/wiki/Ryan_Tannehill,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027854,2013,Sam Bradford,SL,QB,QB,White,https://en.wikipedia.org/wiki/Sam_Bradford,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028595,2013,Scott Tolzien,GB,QB,QB,White,https://en.wikipedia.org/wiki/Scott_Tolzien,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0022055,2013,Seneca Wallace,GB,QB,QB,Black,https://en.wikipedia.org/wiki/Seneca_Wallace,Medium,Wikipedia metadata matched Black/African-American language.
00-0020679,2013,Shaun Hill,DET,QB,QB,White,https://en.wikipedia.org/wiki/Shaun_Hill,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028090,2013,T.J. Yates,HST,QB,QB,White,https://en.wikipedia.org/wiki/T._J._Yates,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0024279,2013,Tarvaris Jackson,SEA,QB,QB,Black,https://en.wikipedia.org/wiki/Tarvaris_Jackson,Medium,Wikipedia metadata matched Black/African-American language.
00-0028825,2013,Terrelle Pryor,OAK,QB,QB,White,https://en.wikipedia.org/wiki/Terrelle_Pryor,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0027253,2013,Thaddeus Lewis,BUF,QB,QB,White,https://en.wikipedia.org/wiki/Thaddeus,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0019596,2013,Tom Brady,NE,QB,QB,White,https://en.wikipedia.org/wiki/Tom_Brady,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0021678,2013,Tony Romo,DAL,QB,QB,Latino,https://en.wikipedia.org/wiki/Tony_Romo,Medium,Wikipedia metadata matched Latino/Hispanic language.
00-0030151,2013,Tyler Bray,KC,QB,QB,White,https://en.wikipedia.org/wiki/Tyler_Bray,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030568,2013,Tyler Wilson,OAK,QB,QB,White,https://en.wikipedia.org/wiki/Tyler_Wilson_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0030568,2013,Tyler Wilson,TEN,QB,QB,White,https://en.wikipedia.org/wiki/Tyler_Wilson_(American_football),Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0028118,2013,Tyrod Taylor,BLT,QB,QB,Black,https://en.wikipedia.org/wiki/Tyrod_Taylor,Medium,Wikipedia metadata matched Black/African-American language.
00-0030394,2013,Zac Dysert,DEN,QB,QB,White,https://en.wikipedia.org/wiki/Zac_Dysert,Low,No minority ethnicity markers detected in metadata. Provisional White classification; should be manually reviewed.
00-0025394,2013,Adrian Peterson,MIN,RB,RB,Other/Unknown,Not classified,Low,
00-0025637,2013,Ahmad Bradshaw,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0028034,2013,Alex Green,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0027346,2013,Alfonso Smith,ARZ,RB,RB,Other/Unknown,Not classified,Low,
00-0029141,2013,Alfred Morris,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0027094,2013,Andre Brown,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0030287,2013,Andre Ellington,ARZ,RB,RB,Other/Unknown,Not classified,Low,
00-0027772,2013,Anthony Dixon,SF,RB,RB,Other/Unknown,Not classified,Low,
00-0028074,2013,Anthony Sherman,KC,FB,RB,Other/Unknown,Not classified,Low,
00-0026855,2013,Antone Smith,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0026796,2013,Arian Foster,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0028706,2013,Armond Smith,CAR,RB,RB,Other/Unknown,Not classified,Low,
00-0027890,2013,Ben Tate,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0025860,2013,BenJarvus Green-Ellis,CIN,RB,RB,Other/Unknown,Not classified,Low,
00-0029795,2013,Benny Cunningham,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0029264,2013,Bernard Pierce,BLT,RB,RB,Other/Unknown,Not classified,Low,
00-0026941,2013,Bernard Scott,BLT,RB,RB,Other/Unknown,Not classified,Low,
00-0028064,2013,Bilal Powell,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0029384,2013,Bobby Rainey,CLV,RB,RB,Other/Unknown,Not classified,Low,
00-0029384,2013,Bobby Rainey,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0029315,2013,Brad Smelley,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0029420,2013,Bradie Ewing,ATL,FB,RB,Other/Unknown,Not classified,Low,
00-0029239,2013,Brandon Bolden,NE,RB,RB,Other/Unknown,Not classified,Low,
00-0023545,2013,Brandon Jacobs,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0025439,2013,Brian Leonard,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0028149,2013,Bruce Miller,SF,FB,RB,Other/Unknown,Not classified,Low,
00-0029429,2013,Bryce Brown,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0029854,2013,C.J. Anderson,DEN,RB,RB,Other/Unknown,Not classified,Low,
00-0027861,2013,C.J. Spiller,BUF,RB,RB,Other/Unknown,Not classified,Low,
00-0026932,2013,Cedric Peerman,CIN,RB,RB,Other/Unknown,Not classified,Low,
00-0028656,2013,Chad Spann,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0028795,2013,Chase Reynolds,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0027531,2013,Chris Ivory,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0026164,2013,Chris Johnson,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0027140,2013,Chris Ogbonnaya,CLV,FB,RB,Other/Unknown,Not classified,Low,
00-0029438,2013,Chris Polk,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0029140,2013,Chris Rainey,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0030404,2013,Chris Thompson,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0030432,2013,Christine Michael,SEA,RB,RB,Other/Unknown,Not classified,Low,
00-0030248,2013,Cierre Wood,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0028876,2013,Collin Mooney,TEN,FB,RB,Other/Unknown,Not classified,Low,
00-0029298,2013,Cyrus Gray,KC,RB,RB,Other/Unknown,Not classified,Low,
00-0028159,2013,Da'Rel Scott,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0029588,2013,Dan Herron,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0028000,2013,Daniel Thomas,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0026019,2013,Danny Woodhead,SD,RB,RB,Other/Unknown,Not classified,Low,
00-0025951,2013,Darius Reynaud,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0025951,2013,Darius Reynaud,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0026852,2013,Darrel Young,WAS,FB,RB,Other/Unknown,Not classified,Low,
00-0026144,2013,Darren McFadden,OAK,RB,RB,Other/Unknown,Not classified,Low,
00-0023564,2013,Darren Sproles,NO,RB,RB,Other/Unknown,Not classified,Low,
00-0029612,2013,Daryl Richardson,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0029251,2013,David Wilson,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0024242,2013,DeAngelo Williams,CAR,RB,RB,Other/Unknown,Not classified,Low,
00-0028009,2013,DeMarco Murray,DAL,RB,RB,Other/Unknown,Not classified,Low,
00-0027779,2013,Deji Karim,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0028057,2013,Delone Carter,JAX,RB,RB,Other/Unknown,Not classified,Low,
00-0030236,2013,Dennis Johnson,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0029068,2013,Derrick Coleman,SEA,FB,RB,Other/Unknown,Not classified,Low,
00-0027003,2013,Donald Brown,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0029613,2013,Doug Martin,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0030485,2013,Eddie Lacy,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0029317,2013,Edwin Baker,CLV,RB,RB,Other/Unknown,Not classified,Low,
00-0027844,2013,Erik Lorig,TB,FB,RB,Other/Unknown,Not classified,Low,
00-0029276,2013,Evan Rodriguez,BUF,FB,RB,Other/Unknown,Not classified,Low,
00-0028115,2013,Evan Royster,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0026162,2013,Felix Jones,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0029731,2013,Fozzy Whittaker,CLV,RB,RB,Other/Unknown,Not classified,Low,
00-0029731,2013,Fozzy Whittaker,SD,RB,RB,Other/Unknown,Not classified,Low,
00-0023500,2013,Frank Gore,SF,RB,RB,Other/Unknown,Not classified,Low,
00-0026926,2013,Frank Summers,BUF,FB,RB,Other/Unknown,Not classified,Low,
00-0024204,2013,Fred Jackson,BUF,RB,RB,Other/Unknown,Not classified,Low,
00-0030456,2013,Giovani Bernard,CIN,RB,RB,Other/Unknown,Not classified,Low,
00-0022897,2013,Greg Jones,HST,FB,RB,Other/Unknown,Not classified,Low,
00-0028492,2013,Henry Hynoski,NYG,FB,RB,Other/Unknown,Not classified,Low,
00-0026566,2013,Isaac Redman,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0029626,2013,Isaiah Pead,SL,RB,RB,Other/Unknown,Not classified,Low,
00-0025701,2013,Jackie Battle,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0028083,2013,Jacquizz Rodgers,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0026213,2013,Jamaal Charles,KC,RB,RB,Other/Unknown,Not classified,Low,
00-0027925,2013,James Develin,NE,RB,RB,Other/Unknown,Not classified,Low,
00-0027791,2013,James Starks,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0029492,2013,Jamize Olawale,OAK,FB,RB,Other/Unknown,Not classified,Low,
00-0025631,2013,Jason Snelling,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0030415,2013,Jawan Jamison,WAS,RB,RB,Other/Unknown,Not classified,Low,
00-0026072,2013,Jed Collins,NO,FB,RB,Other/Unknown,Not classified,Low,
00-0029722,2013,Jeff Demps,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0029441,2013,Jeremy Stewart,OAK,RB,RB,Other/Unknown,Not classified,Low,
00-0026286,2013,Jerome Felton,MIN,FB,RB,Other/Unknown,Not classified,Low,
00-0029048,2013,Joe Banyard,MIN,RB,RB,Other/Unknown,Not classified,Low,
00-0027739,2013,John Conner,NYG,FB,RB,Other/Unknown,Not classified,Low,
00-0022999,2013,John Kuhn,GB,FB,RB,Other/Unknown,Not classified,Low,
00-0030078,2013,Johnathan Franklin,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0027218,2013,Joique Bell,DET,RB,RB,Other/Unknown,Not classified,Low,
00-0027786,2013,Jonathan Dwyer,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0029510,2013,Jonathan Grimes,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0026153,2013,Jonathan Stewart,CAR,RB,RB,Other/Unknown,Not classified,Low,
00-0028121,2013,Jordan Todman,JAX,RB,RB,Other/Unknown,Not classified,Low,
00-0030388,2013,Joseph Randle,DAL,RB,RB,Other/Unknown,Not classified,Low,
00-0026644,2013,Josh Vaughan,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0026373,2013,Justin Forsett,JAX,RB,RB,Other/Unknown,Not classified,Low,
00-0026579,2013,Kahlil Bell,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0028053,2013,Kendall Hunter,SF,RB,RB,Other/Unknown,Not classified,Low,
00-0030465,2013,Kenjon Barner,CAR,RB,RB,Other/Unknown,Not classified,Low,
00-0030117,2013,Kerwynn Williams,IND,RB,RB,Other/Unknown,Not classified,Low,
00-0030348,2013,Khiry Robinson,NO,RB,RB,Other/Unknown,Not classified,Low,
00-0030280,2013,Knile Davis,KC,RB,RB,Other/Unknown,Not classified,Low,
00-0026988,2013,Knowshon Moreno,DEN,RB,RB,Other/Unknown,Not classified,Low,
00-0029892,2013,Kyle Juszczyk,BLT,FB,RB,Other/Unknown,Not classified,Low,
00-0029260,2013,LaMichael James,SF,RB,RB,Other/Unknown,Not classified,Low,
00-0026956,2013,LaRod Stephens-Howling,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0029615,2013,Lamar Miller,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0029004,2013,Lance Dunbar,DAL,RB,RB,Other/Unknown,Not classified,Low,
00-0025524,2013,Le'Ron McClain,SD,FB,RB,Other/Unknown,Not classified,Low,
00-0030496,2013,Le'Veon Bell,PIT,RB,RB,Other/Unknown,Not classified,Low,
00-0027325,2013,LeGarrette Blount,NE,RB,RB,Other/Unknown,Not classified,Low,
00-0027029,2013,LeSean McCoy,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0024332,2013,Leon Washington,TEN,RB,RB,Other/Unknown,Not classified,Low,
00-0024332,2013,Leon Washington,NE,RB,RB,Other/Unknown,Not classified,Low,
00-0029953,2013,Lonnie Pryor,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0026393,2013,Marcel Reece,OAK,FB,RB,Other/Unknown,Not classified,Low,
00-0026577,2013,Marcus Thigpen,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0027966,2013,Mark Ingram,NO,RB,RB,Other/Unknown,Not classified,Low,
00-0025399,2013,Marshawn Lynch,SEA,RB,RB,Other/Unknown,Not classified,Low,
00-0028198,2013,Matt Asiata,MIN,RB,RB,Other/Unknown,Not classified,Low,
00-0026184,2013,Matt Forte,CHI,RB,RB,Other/Unknown,Not classified,Low,
00-0030150,2013,Matthew Tucker,PHI,RB,RB,Other/Unknown,Not classified,Low,
00-0024275,2013,Maurice Jones-Drew,JAX,RB,RB,Other/Unknown,Not classified,Low,
00-0025487,2013,Michael Bush,CHI,RB,RB,Other/Unknown,Not classified,Low,
00-0030128,2013,Michael Cox,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0030134,2013,Michael Ford,CHI,RB,RB,Other/Unknown,Not classified,Low,
00-0030320,2013,Michael Hill,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0030320,2013,Michael Hill,GB,RB,RB,Other/Unknown,Not classified,Low,
00-0024315,2013,Michael Robinson,SEA,FB,RB,Other/Unknown,Not classified,Low,
00-0030433,2013,Mike Gillislee,MIA,RB,RB,Other/Unknown,Not classified,Low,
00-0027080,2013,Mike Goodson,NYJ,RB,RB,Other/Unknown,Not classified,Low,
00-0030391,2013,Mike James,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0026069,2013,Mike Tolbert,CAR,FB,RB,Other/Unknown,Not classified,Low,
00-0027995,2013,Mikel Leshoure,DET,RB,RB,Other/Unknown,Not classified,Low,
00-0030522,2013,Montee Ball,DEN,RB,RB,Other/Unknown,Not classified,Low,
00-0024103,2013,Montell Owens,DET,FB,RB,Other/Unknown,Not classified,Low,
00-0028062,2013,Owen Marecic,SF,FB,RB,Other/Unknown,Not classified,Low,
00-0028581,2013,Patrick DiMarco,ATL,RB,RB,Other/Unknown,Not classified,Low,
00-0026367,2013,Peyton Hillis,TB,RB,RB,Other/Unknown,Not classified,Low,
00-0026367,2013,Peyton Hillis,NYG,RB,RB,Other/Unknown,Not classified,Low,
00-0028613,2013,Phillip Tanner,DAL,RB,RB,Other/Unknown,Not classified,Low,
00-0024813,2013,Pierre Thomas,NO,RB,RB,Other/Unknown,Not classified,Low,
00-0027106,2013,Quinn Johnson,TEN,FB,RB,Other/Unknown,Not classified,Low,
00-0027155,2013,Rashad Jennings,OAK,RB,RB,Other/Unknown,Not classified,Low,
00-0026163,2013,Rashard Mendenhall,ARZ,RB,RB,Other/Unknown,Not classified,Low,
00-0030233,2013,Ray Graham,HST,RB,RB,Other/Unknown,Not classified,Low,
00-0026195,2013,Ray Rice,BLT,RB,RB,Other/Unknown,Not classified,Low,
